湖南 NR 湖 南 O O
远 VA 远 远 O O
， PU ， ， O O
没 VE 没 没 O O
要紧 VA 要 紧 O O
的 DEC 的 的 O O
事 NN 事 事 O O
也 AD 也 也 O O
不 AD 不 不 O O
会 VV 会 会 O O
来 VV 来 来 O O
。 PU 。 。 O O
所以 AD 所 以 O O
， PU ， ， O O
我们 PN 我 们 O O
办事 NN 办 事 O O
对 P 对 对 O O
老百姓 NN 老 姓 O O
优先 VV 优 先 O O
呀 SP 呀 呀 O O
。 PU 。 。 O O
』 PU 』 』 O O
这 DT 这 这 O O
种 M 种 种 O O
服务 NN 服 务 O O
群众 NN 群 众 O O
之 DEG 之 之 O O
举 NN 举 举 O O
， PU ， ， O O
体现 VV 体 现 O O
的 DEC 的 的 O O
是 VC 是 是 O O
一 CD 一 一 O O
种 M 种 种 O O
良好 JJ 良 好 O O
的 DEG 的 的 O O
机关 NN 机 关 O O
作风 NN 作 风 O O
和 CC 和 和 O O
职业 NN 职 业 O O
道德 NN 道 德 O O
！ PU ！ ！ O O
我 PN 我 我 O O
在 P 在 在 O O
机关 NN 机 关 O O
工作 VV 工 作 O O
的 DEC 的 的 O O
时间 NN 时 间 O O
较 AD 较 较 O O
长 VA 长 长 O O
， PU ， ， O O
深 AD 深 深 O O
感 VV 感 感 O O
近 AD 近 近 O O
些 CD 些 些 O O
年 M 年 年 O O
有 VE 有 有 O O
因 P 因 因 O O
忽视 NN 忽 视 O O
工作 NN 工 作 O O
人员 NN 人 员 O O
的 DEG 的 的 O O
职业 NN 职 业 O O
道德 NN 道 德 O O
建设 NN 建 设 O O
， PU ， ， O O
使 VV 使 使 O O
一些 CD 一 些 O O
人 NN 人 人 O O
为 P 为 为 O O
人民 NN 人 民 O O
服务 VV 服 务 O O
的 DEC 的 的 O O
思想 NN 思 想 O O
淡薄 VA 淡 薄 O O
了 SP 了 了 O O
， PU ， ， O O
出现 VV 出 现 O O
怠慢 NN 怠 慢 O O
群众 NN 群 众 O O
、 PU 、 、 O O
让 VV 让 让 O O
百姓 NN 百 姓 O O
头痛 VA 头 痛 O O
的 DEC 的 的 O O
『 PU 『 『 O O
办事难 VV 办 难 O O
』 PU 』 』 O O
现象 NN 现 象 O O
。 PU 。 。 O O
有 VE 有 有 O O
个 M 个 个 O O
市民 NN 市 民 O O
几 CD 几 几 O O
次 M 次 次 O O
到 VV 到 到 O O
某 DT 某 某 O O
机关 NN 机 关 O O
去 VV 去 去 O O
办事 VV 办 事 O O
， PU ， ， O O
总是 AD 总 是 O O
被 LB 被 被 O O
『 PU 『 『 O O
你 PN 你 你 O O
怎么 AD 怎 么 O O
又 AD 又 又 O O
来 VV 来 来 O O
了 AS 了 了 O O
』 PU 』 』 O O
、 PU 、 、 O O
『 PU 『 『 O O
那 DT 那 那 O O
事 NN 事 事 O O
还 AD 还 还 O O
在 AD 在 在 O O
研究 VV 研 究 O O
』 PU 』 』 O O
之类 NN 之 类 O O
硬邦邦 NR 硬 邦 O O
的 DEG 的 的 O O
话 NN 话 话 O O
挡 VV 挡 挡 O O
在 P 在 在 O O
门 NN 门 门 O O
外 LC 外 外 O O
， PU ， ， O O
更 AD 更 更 O O
别 AD 别 别 O O
说 VV 说 说 O O
让座 VV 让 座 O O
、 PU 、 、 O O
泡 VV 泡 泡 O O
茶 NN 茶 茶 O O
了 SP 了 了 O O
。 PU 。 。 O O
后来 AD 后 来 O O
， PU ， ， O O
这个 DT 这 个 O O
市民 NN 市 民 O O
找 VV 找 找 O O
了 AS 了 了 O O
个 M 个 个 O O
有点 AD 有 点 O O
『 PU 『 『 O O
职 NN 职 职 O O
』 PU 』 』 O O
的 DEG 的 的 O O
干部 NN 干 部 O O
去 VV 去 去 O O
办理 VV 办 理 O O
此 DT 此 此 O O
事 NN 事 事 O O
， PU ， ， O O
事情 NN 事 情 O O
马上 AD 马 上 O O
就 AD 就 就 O O
办 VV 办 办 O O
了 AS 了 了 O O
， PU ， ， O O
还 AD 还 还 O O
真 AD 真 真 O O
喝上 VV 喝 上 O O
了 AS 了 了 O O
一 CD 一 一 O O
杯 M 杯 杯 O O
热 JJ 热 热 O O
茶 NN 茶 茶 O O
。 PU 。 。 O O
这 DT 这 这 O O
种 M 种 种 O O
待人 NN 待 人 O O
有别 VV 有 别 O O
， PU ， ， O O
按 P 按 按 O O
『 PU 『 『 O O
职 NN 职 职 O O
』 PU 』 』 O O
办事 NN 办 事 O O
的 DEG 的 的 O O
事 NN 事 事 O O
， PU ， ， O O
还 AD 还 还 O O
真 AD 真 真 O O
不少 CD 不 少 O O
见 VV 见 见 O O
。 PU 。 。 O O
现在 NT 现 在 O O
各 DT 各 各 O O
行 NN 行 行 O O
各 DT 各 各 O O
业 NN 业 业 O O
都 AD 都 都 O O
在 AD 在 在 O O
讲 VV 讲 讲 O O
职业 JJ 职 业 O O
道德 NN 道 德 O O
， PU ， ， O O
如 AD 如 如 O O
『 PU 『 『 O O
商德 NR 商 德 O O
』 PU 』 』 O O
、 PU 、 、 O O
『 PU 『 『 O O
医德 NN 医 德 O O
』 PU 』 』 O O
、 PU 、 、 O O
『 PU 『 『 O O
师德 NN 师 德 O O
』 PU 』 』 O O
… PU … … O O
… PU … … O O
同样 AD 同 样 O O
， PU ， ， O O
机关 NN 机 关 O O
干部 NN 干 部 O O
也 AD 也 也 O O
要 VV 要 要 O O
讲 VV 讲 讲 O O
职业 JJ 职 业 O O
道德 NN 道 德 O O
。 PU 。 。 O O
为政之道 VV 为 道 O O
在 P 在 在 O O
于安民 NR 于 民 B-InPERGazetteer O
， PU ， ， O O
我国 NN 我 国 O O
封建 JJ 封 建 O O
社会 NN 社 会 O O
都 AD 都 都 O O
要求 VV 要 求 O O
下臣 NN 下 臣 O O
『 PU 『 『 O O
才 AD 才 才 O O
行 VV 行 行 O O
兼备 VV 兼 备 O O
』 PU 』 』 O O
， PU ， ， O O
提倡 VV 提 倡 O O
『 PU 『 『 O O
仁以恤民 VV 仁 民 O O
』 PU 』 』 O O
、 PU 、 、 O O
『 PU 『 『 O O
为 P 为 为 O O
民 NN 民 民 O O
作主 VV 作 主 O O
』 PU 』 』 O O
等 ETC 等 等 O O
『 PU 『 『 O O
从政 VV 从 政 O O
之 DEC 之 之 O O
德 NN 德 德 O O
』 PU 』 』 O O
， PU ， ， O O
那么 AD 那 么 O O
， PU ， ， O O
今天 NT 今 天 O O
党 NN 党 党 O O
的 DEG 的 的 O O
干部 NN 干 部 O O
又 AD 又 又 O O
怎 AD 怎 怎 O O
能 VV 能 能 O O
不 AD 不 不 O O
讲 VV 讲 讲 O O
『 PU 『 『 O O
政德 NN 政 德 O O
』 PU 』 』 O O
呢 SP 呢 呢 O O
？ PU ？ ？ O O
当然 AD 当 然 O O
， PU ， ， O O
今天 NT 今 天 O O
为 P 为 为 O O
政者 NN 政 者 O O
讲 VV 讲 讲 O O
政德 NN 政 德 O O
， PU ， ， O O
已 AD 已 已 O O
有 VE 有 有 O O
了 AS 了 了 O O
更 AD 更 更 O O
高 JJ 高 高 O O
的 DEG 的 的 O O
要求 NN 要 求 O O
和 CC 和 和 O O
全新 JJ 全 新 O O
的 DEG 的 的 O O
内容 NN 内 容 O O
， PU ， ， O O
那 PN 那 那 O O
就 AD 就 就 O O
是 VC 是 是 O O
毛泽东 NR 毛 东 B-InPERGazetteer O
同志 NN 同 志 O O
早 AD 早 早 O O
就 AD 就 就 O O
倡导 VV 倡 导 O O
的 DEC 的 的 O O
『 PU 『 『 O O
全心全意 AD 全 意 O O
为 P 为 为 O O
人民 NN 人 民 O O
服务 VV 服 务 O O
』 PU 』 』 O O
的 DEC 的 的 O O
宗旨 NN 宗 旨 O O
， PU ， ， O O
『 PU 『 『 O O
全心全意 VV 全 意 O O
』 PU 』 』 O O
地 DEV 地 地 O O
当好 VV 当 好 O O
人民 NN 人 民 O O
的 DEG 的 的 O O
勤务员 NN 勤 员 O O
。 PU 。 。 O O
焦裕禄 NR 焦 禄 B-InPERGazetteer O
、 PU 、 、 O O
孔繁森 NR 孔 森 B-InPERGazetteer O
、 PU 、 、 O O
李润五 NR 李 五 B-InPERGazetteer O
、 PU 、 、 O O
李国安 NR 李 安 O O
等 ETC 等 等 O O
先进 JJ 先 进 O O
典型 NN 典 型 O O
为 P 为 为 O O
我们 PN 我 们 O O
树立 VV 树 立 O O
了 AS 了 了 O O
榜样 NN 榜 样 O O
， PU ， ， O O
我们 PN 我 们 O O
应该 VV 应 该 O O
把 BA 把 把 O O
群众 NN 群 众 O O
的 DEG 的 的 O O
冷暖 NN 冷 暖 O O
痛痒 VV 痛 痒 O O
放 VV 放 放 O O
在 P 在 在 O O
心 NN 心 心 O O
上 LC 上 上 O O
。 PU 。 。 O O
再 AD 再 再 O O
者 NN 者 者 O O
， PU ， ， O O
机关 NN 机 关 O O
工作 NN 工 作 O O
人员 NN 人 员 O O
的 DEG 的 的 O O
言行 NN 言 行 O O
代表 NN 代 表 O O
的 DEC 的 的 O O
是 VC 是 是 O O
一 CD 一 一 O O
个 M 个 个 O O
机关 NN 机 关 O O
的 DEG 的 的 O O
形象 NN 形 象 O O
， PU ， ， O O
往 P 往 往 O O
大 NN 大 大 O O
里 LC 里 里 O O
说 VV 说 说 O O
是 VC 是 是 O O
代表 VV 代 表 O O
政府 NN 政 府 O O
的 DEG 的 的 O O
形象 NN 形 象 O O
， PU ， ， O O
所以 AD 所 以 O O
更 AD 更 更 O O
应该 VV 应 该 O O
严格 AD 严 格 O O
要求 VV 要 求 O O
自己 PN 自 己 O O
。 PU 。 。 O O
百姓 NN 百 姓 O O
是 VC 是 是 O O
衣食父母 NN 衣 母 O O
， PU ， ， O O
是 VC 是 是 O O
社会 NN 社 会 O O
主人 NN 主 人 O O
。 PU 。 。 O O
作为 P 作 为 O O
人民 NN 人 民 O O
勤务员 NN 勤 员 O O
， PU ， ， O O
机关 NN 机 关 O O
干部 NN 干 部 O O
应当 VV 应 当 O O
密切 AD 密 切 O O
联系 VV 联 系 O O
群众 NN 群 众 O O
， PU ， ， O O
尊重 VV 尊 重 O O
百姓 NN 百 姓 O O
， PU ， ， O O
热心 VV 热 心 O O
为 P 为 为 O O
群众 NN 群 众 O O
提供 VV 提 供 O O
优质 JJ 优 质 O O
服务 NN 服 务 O O
。 PU 。 。 O O
百姓 NN 百 姓 O O
上门 VV 上 门 O O
办事 NN 办 事 O O
来 VV 来 来 O O
了 AS 了 了 O O
， PU ， ， O O
并 AD 并 并 O O
非 VC 非 非 O O
一定 AD 一 定 O O
要 VV 要 要 O O
泡 VV 泡 泡 O O
茶 NN 茶 茶 O O
倒水 VV 倒 水 O O
， PU ， ， O O
而 AD 而 而 O O
是 VC 是 是 O O
不 AD 不 不 O O
要 VV 要 要 O O
官气 NN 官 气 O O
十足 VV 十 足 O O
， PU ， ， O O
应 VV 应 应 O O
让 VV 让 让 O O
人 NN 人 人 O O
可 VV 可 可 O O
亲 VV 亲 亲 O O
可 VV 可 可 O O
近 AD 近 近 O O
， PU ， ， O O
该 DT 该 该 O O
办 VV 办 办 O O
的 DEC 的 的 O O
事 NN 事 事 O O
及时 AD 及 时 O O
办 VV 办 办 O O
， PU ， ， O O
不 AD 不 不 O O
能办 VV 能 办 O O
的 DEC 的 的 O O
事 NN 事 事 O O
要 VV 要 要 O O
好好 AD 好 好 O O
讲清 VV 讲 清 O O
道理 NN 道 理 O O
。 PU 。 。 O O
张梅 VV 张 梅 O O
她 PN 她 她 O O
叫 VV 叫 叫 O O
黄继美 NR 黄 美 O O
， PU ， ， O O
住 VV 住 住 O O
在 P 在 在 O O
四川 NR 四 川 O O
宣汉县 NR 宣 县 O O
落耳坡村 NR 落 村 O O
。 PU 。 。 O O
１９９６年 NT １ 年 O O
夏季 NT 夏 季 O O
的 DEG 的 的 O O
一 CD 一 一 O O
个 M 个 个 O O
黄昏 NN 黄 昏 O O
， PU ， ， O O
我 PN 我 我 O O
随 P 随 随 O O
幸福 NN 幸 福 O O
工程 NN 工 程 O O
组织 NN 组 织 O O
的 DEG 的 的 O O
万 CD 万 万 O O
里 M 里 里 O O
行 VV 行 行 O O
记者 NN 记 者 O O
采访团 NN 采 团 O O
路经 VV 路 经 O O
落耳坡村 VV 落 村 O O
。 PU 。 。 O O
村子 NN 村 子 O O
在 P 在 在 O O
山背 NN 山 背 O O
上 LC 上 上 O O
， PU ， ， O O
只有 AD 只 有 O O
五六 CD 五 六 O O
户 M 户 户 O O
人家 NN 人 家 O O
。 PU 。 。 O O
有 VE 有 有 O O
一 CD 一 一 O O
户 M 户 户 O O
门开 VV 门 开 O O
着 AS 着 着 O O
， PU ， ， O O
我 PN 我 我 O O
走 VV 走 走 O O
了 AS 了 了 O O
进去 VV 进 去 O O
。 PU 。 。 O O
黄继美 NR 黄 美 O O
正在 AD 正 在 O O
烧饭 VV 烧 饭 O O
， PU ， ， O O
背 NN 背 背 O O
上 LC 上 上 O O
的 DEG 的 的 O O
背篓 NN 背 篓 O O
里 LC 里 里 O O
放 VV 放 放 O O
着 AS 着 着 O O
孩子 NN 孩 子 O O
。 PU 。 。 O O
两 CD 两 两 O O
年 M 年 年 O O
前 LC 前 前 O O
， PU ， ， O O
结婚 VV 结 婚 O O
没多久 AD 没 久 O O
她 PN 她 她 O O
的 DEG 的 的 O O
丈夫 NN 丈 夫 O O
就 AD 就 就 O O
去 VV 去 去 O O
山西 NR 山 西 O O
挖煤 VV 挖 煤 O O
了 AS 了 了 O O
， PU ， ， O O
留下 VV 留 下 O O
２２ CD ２ ２ O O
岁 M 岁 岁 O O
的 DEG 的 的 O O
她 PN 她 她 O O
和 CC 和 和 O O
９ CD ９ ９ O O
个 M 个 个 O O
月 NN 月 月 O O
的 DEG 的 的 O O
女儿 NN 女 儿 O O
以及 CC 以 及 O O
四 CD 四 四 O O
壁 NN 壁 壁 O O
空空 NN 空 空 O O
的 DEG 的 的 O O
家 NN 家 家 O O
和 CC 和 和 O O
３ CD ３ ３ O O
亩 M 亩 亩 O O
山地 NN 山 地 O O
、 PU 、 、 O O
１ CD １ １ O O
头 M 头 头 O O
猪 NN 猪 猪 O O
。 PU 。 。 O O
这 DT 这 这 O O
几 CD 几 几 O O
天 M 天 天 O O
， PU ， ， O O
她 PN 她 她 O O
家 NN 家 家 O O
连 AD 连 连 O O
买 VV 买 买 O O
火柴 NN 火 柴 O O
的 DEC 的 的 O O
钱 NN 钱 钱 O O
都 AD 都 都 O O
没有 VE 没 有 O O
了 SP 了 了 O O
， PU ， ， O O
烧饭 VV 烧 饭 O O
要 VV 要 要 O O
从 P 从 从 O O
别人 NN 别 人 O O
家 NN 家 家 O O
引火 VV 引 火 O O
。 PU 。 。 O O
她 PN 她 她 O O
家 NN 家 家 O O
的 DEG 的 的 O O
３ CD ３ ３ O O
亩 M 亩 亩 O O
山 NN 山 山 O O
地 DEV 地 地 O O
散 VV 散 散 O O
在 P 在 在 O O
５ CD ５ ５ O O
个 M 个 个 O O
地方 NN 地 方 O O
， PU ， ， O O
最 AD 最 最 O O
远 VA 远 远 O O
的 DEC 的 的 O O
一 CD 一 一 O O
块 M 块 块 O O
要 VV 要 要 O O
走 VV 走 走 O O
一 CD 一 一 O O
个 M 个 个 O O
多 AD 多 多 O O
小时 NN 小 时 O O
山路 NN 山 路 O O
。 PU 。 。 O O
地 NN 地 地 O O
里 LC 里 里 O O
土豆 NN 土 豆 O O
挖 VV 挖 挖 O O
了 AS 了 了 O O
， PU ， ， O O
她 PN 她 她 O O
要 VV 要 要 O O
背 VV 背 背 O O
下山 VV 下 山 O O
， PU ， ， O O
红薯刨 VV 红 刨 O O
了 AS 了 了 O O
， PU ， ， O O
她 PN 她 她 O O
也 AD 也 也 O O
要 VV 要 要 O O
背 VV 背 背 O O
下山 VV 下 山 O O
。 PU 。 。 O O
收 VV 收 收 O O
一 CD 一 一 O O
季 M 季 季 O O
， PU ， ， O O
即使 CS 即 使 O O
她 PN 她 她 O O
每 DT 每 每 O O
天 M 天 天 O O
背 VV 背 背 O O
３ CD ３ ３ O O
次 M 次 次 O O
， PU ， ， O O
每 DT 每 每 O O
次 M 次 次 O O
背 NN 背 背 O O
４０ CD ４ ０ O O
公斤 M 公 斤 O O
， PU ， ， O O
也 AD 也 也 O O
要 VV 要 要 O O
背 VV 背 背 O O
４０多 CD ４ 多 O O
趟 M 趟 趟 O O
， PU ， ， O O
用 P 用 用 O O
十几 CD 十 几 O O
天 M 天 天 O O
。 PU 。 。 O O
冬天 NT 冬 天 O O
到 VV 到 到 O O
了 AS 了 了 O O
， PU ， ， O O
她 PN 她 她 O O
还 AD 还 还 O O
要 VV 要 要 O O
到 VV 到 到 O O
十几 CD 十 几 O O
里 M 里 里 O O
外 LC 外 外 O O
的 DEG 的 的 O O
山 NN 山 山 O O
上 LC 上 上 O O
砍 VV 砍 砍 O O
一 CD 一 一 O O
年 M 年 年 O O
烧 VV 烧 烧 O O
的 DEC 的 的 O O
柴 NN 柴 柴 O O
。 PU 。 。 O O
这 PN 这 这 O O
本 AD 本 本 O O
是 VC 是 是 O O
男人 NN 男 人 O O
干 VV 干 干 O O
的 DEC 的 的 O O
力气活 NN 力 活 O O
， PU ， ， O O
柴 NN 柴 柴 O O
山势陡 NN 山 陡 O O
， PU ， ， O O
又 AD 又 又 O O
荆棘 NN 荆 棘 O O
丛生 VV 丛 生 O O
， PU ， ， O O
她 PN 她 她 O O
要 VV 要 要 O O
极其 AD 极 其 O O
小心 VA 小 心 O O
地 DEV 地 地 O O
稳 AD 稳 稳 O O
住 VV 住 住 O O
脚 NN 脚 脚 O O
， PU ， ， O O
拨开 VV 拨 开 O O
荆棘 NN 荆 棘 O O
， PU ， ， O O
将 BA 将 将 O O
胳膊 NN 胳 膊 O O
粗 JJ 粗 粗 O O
的 DEG 的 的 O O
柴树 NN 柴 树 O O
砍断 VV 砍 断 O O
， PU ， ， O O
再 AD 再 再 O O
劈 VV 劈 劈 O O
去 VV 去 去 O O
乱 VV 乱 乱 O O
枝 M 枝 枝 O O
， PU ， ， O O
截成 VV 截 成 O O
一 CD 一 一 O O
米 M 米 米 O O
左右 LC 左 右 O O
长 VA 长 长 O O
的 DEC 的 的 O O
棍子 NN 棍 子 O O
， PU ， ， O O
捆好 NN 捆 好 O O
背 NN 背 背 O O
回家 VV 回 家 O O
。 PU 。 。 O O
我 PN 我 我 O O
问 VV 问 问 O O
她 PN 她 她 O O
： PU ： ： O O
“ PU “ “ O O
你 PN 你 你 O O
愿意 VV 愿 意 O O
丈夫 NN 丈 夫 O O
外出 VV 外 出 O O
吗 SP 吗 吗 O O
？ PU ？ ？ O O
” PU ” ” O O
她 PN 她 她 O O
说 VV 说 说 O O
： PU ： ： O O
“ PU “ “ O O
哪 DT 哪 哪 O O
个 M 个 个 O O
愿意 VV 愿 意 O O
！ PU ！ ！ O O
没 AD 没 没 O O
得 VV 得 得 O O
办法 NN 办 法 O O
。 PU 。 。 O O
地里 NN 地 里 O O
收 VV 收 收 O O
的 DEC 的 的 O O
不 AD 不 不 O O
够 AD 够 够 O O
吃 VV 吃 吃 O O
４ CD ４ ４ O O
个 M 个 个 O O
月 NN 月 月 O O
。 PU 。 。 O O
” PU ” ” O O
这时 AD 这 时 O O
， PU ， ， O O
我 PN 我 我 O O
看 VV 看 看 O O
了 AS 了 了 O O
看 VV 看 看 O O
她 PN 她 她 O O
的 DEG 的 的 O O
家 NN 家 家 O O
， PU ， ， O O
一 CD 一 一 O O
间 M 间 间 O O
房子 NN 房 子 O O
， PU ， ， O O
一 CD 一 一 O O
个 M 个 个 O O
土灶 NN 土 灶 O O
， PU ， ， O O
一 CD 一 一 O O
张 M 张 张 O O
床 NN 床 床 O O
， PU ， ， O O
一 CD 一 一 O O
张 M 张 张 O O
旧 JJ 旧 旧 O O
桌子 NN 桌 子 O O
上 LC 上 上 O O
泡 VV 泡 泡 O O
着 AS 着 着 O O
半 CD 半 半 O O
盆 M 盆 盆 O O
土豆 NN 土 豆 O O
， PU ， ， O O
下面 NN 下 面 O O
堆 VV 堆 堆 O O
着 AS 着 着 O O
一 CD 一 一 O O
堆 M 堆 堆 O O
土豆 NN 土 豆 O O
。 PU 。 。 O O
看 VV 看 看 O O
上去 VV 上 去 O O
， PU ， ， O O
家 NN 家 家 O O
里 LC 里 里 O O
值钱 VA 值 钱 O O
的 DEC 的 的 O O
就 AD 就 就 O O
是 VC 是 是 O O
那 DT 那 那 O O
堆 M 堆 堆 O O
土豆 NN 土 豆 O O
了 SP 了 了 O O
。 PU 。 。 O O
我 PN 我 我 O O
就 AD 就 就 O O
又 AD 又 又 O O
问 VV 问 问 O O
： PU ： ： O O
“ PU “ “ O O
你 PN 你 你 O O
觉得 VV 觉 得 O O
苦 VA 苦 苦 O O
吗 SP 吗 吗 O O
？ PU ？ ？ O O
” PU ” ” O O
她 PN 她 她 O O
摇摇 VV 摇 摇 O O
头 NN 头 头 O O
说 VV 说 说 O O
： PU ： ： O O
“ PU “ “ O O
穷 JJ 穷 穷 O O
没 VE 没 没 O O
根 NN 根 根 O O
， PU ， ， O O
富 NN 富 富 O O
没 VE 没 没 O O
苗 NR 苗 苗 O O
， PU ， ， O O
年轻 JJ 年 轻 O O
人 NN 人 人 O O
只要 AD 只 要 O O
勤劳 VA 勤 劳 O O
， PU ， ， O O
就 AD 就 就 O O
有 VE 有 有 O O
好 JJ 好 好 O O
日子 NN 日 子 O O
过 VV 过 过 O O
。 PU 。 。 O O
” PU ” ” O O
这时 AD 这 时 O O
， PU ， ， O O
幸福 NN 幸 福 O O
工程 NN 工 程 O O
组委会 NN 组 会 O O
于 P 于 于 O O
副秘书长 NN 副 长 B-InORGGazetteer O
问 VV 问 问 O O
， PU ， ， O O
假如 CS 假 如 O O
贷给 VV 贷 给 O O
你 PN 你 你 O O
钱 NN 钱 钱 O O
， PU ， ， O O
你 PN 你 你 O O
打算 VV 打 算 O O
做 VV 做 做 O O
什么 PN 什 么 O O
？ PU ？ ？ O O
她 PN 她 她 O O
脱口 NN 脱 口 O O
说 VV 说 说 O O
： PU ： ： O O
养 VV 养 养 O O
羊 NN 羊 羊 O O
， PU ， ， O O
要 VV 要 要 O O
不 AD 不 不 O O
改土 VV 改 土 O O
！ PU ！ ！ O O
在 P 在 在 O O
城里 NN 城 里 O O
， PU ， ， O O
许多 CD 许 多 O O
２２ CD ２ ２ O O
岁 M 岁 岁 O O
的 DEG 的 的 O O
女孩 NN 女 孩 O O
还 AD 还 还 O O
经常 AD 经 常 O O
在 P 在 在 O O
父母 NN 父 母 O O
身 NN 身 身 O O
边 LC 边 边 O O
撒娇 VV 撒 娇 O O
。 PU 。 。 O O
在 P 在 在 O O
山里 NN 山 里 O O
， PU ， ， O O
黄继美 NR 黄 美 O O
却 AD 却 却 O O
顶 VV 顶 顶 O O
着 AS 着 着 O O
太阳 NN 太 阳 O O
冒 VV 冒 冒 O O
着 AS 着 着 O O
雨 NN 雨 雨 O O
， PU ， ， O O
担起 VV 担 起 O O
了 AS 了 了 O O
一 CD 一 一 O O
个 M 个 个 O O
家 NN 家 家 O O
。 PU 。 。 O O
黄继美 NR 黄 美 O O
的 DEG 的 的 O O
韧劲 NN 韧 劲 O O
和 CC 和 和 O O
乐观 NN 乐 观 O O
、 PU 、 、 O O
豁达 VA 豁 达 O O
的 DEC 的 的 O O
生活 NN 生 活 O O
态度 NN 态 度 O O
感动 VV 感 动 O O
了 AS 了 了 O O
我 PN 我 我 O O
。 PU 。 。 O O
我 PN 我 我 O O
喊 VV 喊 喊 O O
来 VV 来 来 O O
同行 VV 同 行 O O
的 DEC 的 的 O O
中国 NR 中 国 O O
人口报 NN 人 报 O O
摄影 NN 摄 影 O O
记者 NN 记 者 O O
刘戈宇 NR 刘 宇 O O
， PU ， ， O O
请 VV 请 请 O O
他 PN 他 他 O O
拍 VV 拍 拍 O O
下 VV 下 下 O O
了 AS 了 了 O O
这 DT 这 这 O O
张 M 张 张 O O
照片 NN 照 片 O O
。 PU 。 。 O O
单菊 JJ 单 菊 O O
母爱 NN 母 爱 O O
， PU ， ， O O
作为 P 作 为 O O
人类 NN 人 类 O O
一 CD 一 一 O O
种 M 种 种 O O
崇高 JJ 崇 高 O O
的 DEG 的 的 O O
爱 NN 爱 爱 O O
， PU ， ， O O
是 VC 是 是 O O
一 CD 一 一 O O
棵 M 棵 棵 O O
人类 NN 人 类 O O
精神 NN 精 神 O O
大 JJ 大 大 O O
树 NN 树 树 O O
， PU ， ， O O
她 PN 她 她 O O
永久 VA 永 久 O O
地 DEV 地 地 O O
枝繁 VV 枝 繁 O O
叶茂 NR 叶 茂 O O
。 PU 。 。 O O
在 P 在 在 O O
贵州省 NR 贵 省 O O
极 AD 极 极 O O
贫 VA 贫 贫 O O
山区 NN 山 区 O O
的 DEG 的 的 O O
一 CD 一 一 O O
座 M 座 座 O O
苗寨 NN 苗 寨 O O
里 LC 里 里 O O
， PU ， ， O O
我 PN 我 我 O O
见 VV 见 见 O O
过 AS 过 过 O O
这样 JJ 这 样 O O
一 CD 一 一 O O
位 M 位 位 O O
母亲 NN 母 亲 O O
。 PU 。 。 O O
她 PN 她 她 O O
叫 VV 叫 叫 O O
