本	DT	本	本	NotInSurnameList	76	O
条件	NN	条	件	NotInSurnameList	88	O
，	PU	，	，	NotInSurnameList	74	O
加强	VV	加	强	NotInSurnameList	32	O
研究	NN	研	究	NotInSurnameList	49	O
开发	NN	开	发	NotInSurnameList	49	O
，	PU	，	，	NotInSurnameList	74	O
加快	VV	加	快	NotInSurnameList	32	O
发展	VV	发	展	NotInSurnameList	72	O
高	JJ	高	高	NotInSurnameList	17	O
技术	NN	技	术	NotInSurnameList	3	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
。	PU	。	。	NotInSurnameList	53	O
１月	NT	１	月	NotInSurnameList	101	O
２５日	NT	２	日	NotInSurnameList	16	O
，	PU	，	，	NotInSurnameList	74	O
乔石	NR	乔	石	InSurnameList	76	B-PER
在	P	在	在	NotInSurnameList	55	O
中共	NR	中	共	NotInSurnameList	71	B-ORG
中央	NN	中	央	NotInSurnameList	99	I-ORG
政治局	NN	政	局	NotInSurnameList	19	I-ORG
委员	NN	委	员	NotInSurnameList	91	O
、	PU	、	、	NotInSurnameList	54	O
广东	NR	广	东	NotInSurnameList	71	B-ORG
省委	NN	省	委	NotInSurnameList	99	I-ORG
书记	NN	书	记	NotInSurnameList	19	O
谢非	NR	谢	非	InSurnameList	1	B-PER
，	PU	，	，	NotInSurnameList	74	O
广东省	NR	广	省	NotInSurnameList	71	B-ORG
人大	NN	人	大	NotInSurnameList	99	I-ORG
常委会	NN	常	会	InSurnameList	19	I-ORG
主任	NN	主	任	NotInSurnameList	91	O
朱森林	NR	朱	林	InSurnameList	1	B-PER
及	CC	及	及	NotInSurnameList	54	O
广东	NR	广	东	NotInSurnameList	71	B-ORG
省委	NN	省	委	NotInSurnameList	99	I-ORG
常委	NN	常	委	InSurnameList	19	O
、	PU	、	、	NotInSurnameList	54	O
广州	NR	广	州	NotInSurnameList	71	B-ORG
市委	NN	市	委	NotInSurnameList	99	I-ORG
书记	NN	书	记	NotInSurnameList	19	O
高祀仁	NR	高	仁	InSurnameList	1	B-PER
、	PU	、	、	NotInSurnameList	54	O
市长	NN	市	长	NotInSurnameList	31	O
林树森	NR	林	森	InSurnameList	1	B-PER
等	ETC	等	等	NotInSurnameList	21	O
陪同	NN	陪	同	NotInSurnameList	41	O
下	LC	下	下	NotInSurnameList	67	O
，	PU	，	，	NotInSurnameList	74	O
来到	VV	来	到	InSurnameList	83	O
广州	NR	广	州	NotInSurnameList	71	B-LOC
天河	NR	天	河	NotInSurnameList	28	I-LOC
高新	JJ	高	新	InSurnameList	17	I-LOC
技术	NN	技	术	NotInSurnameList	3	I-LOC
开发区	NN	开	区	NotInSurnameList	4	I-LOC
，	PU	，	，	NotInSurnameList	74	O
参观	VV	参	观	NotInSurnameList	8	O
了	AS	了	了	NotInSurnameList	44	O
金鹏	NR	金	鹏	InSurnameList	61	B-ORG
电子	NN	电	子	NotInSurnameList	29	I-ORG
信息	NN	信	息	NotInSurnameList	29	I-ORG
机器	NN	机	器	NotInSurnameList	49	I-ORG
有限	JJ	有	限	NotInSurnameList	11	I-ORG
公司	NN	公	司	NotInSurnameList	93	I-ORG
（	PU	（	（	NotInSurnameList	90	O
集团	NN	集	团	NotInSurnameList	93	O
）	PU	）	）	NotInSurnameList	91	O
。	PU	。	。	NotInSurnameList	53	O
乔石	NR	乔	石	InSurnameList	76	B-PER
听取	VV	听	取	NotInSurnameList	8	O
了	AS	了	了	NotInSurnameList	44	O
公司	NN	公	司	NotInSurnameList	93	O
发展	NN	发	展	NotInSurnameList	72	O
和	CC	和	和	NotInSurnameList	54	O
产品	NN	产	品	NotInSurnameList	38	O
开发	NN	开	发	NotInSurnameList	49	O
情况	NN	情	况	NotInSurnameList	88	O
的	DEG	的	的	NotInSurnameList	52	O
汇报	NN	汇	报	NotInSurnameList	41	O
，	PU	，	，	NotInSurnameList	74	O
察看	VV	察	看	NotInSurnameList	64	O
了	AS	了	了	NotInSurnameList	44	O
ＥＩＭ	NN	Ｅ	Ｍ	NotInSurnameList	1	O
?	PU	?	?	NotInSurnameList	100	O
６０１	CD	６	１	NotInSurnameList	89	O
程控	JJ	程	控	InSurnameList	28	O
数字	NN	数	字	NotInSurnameList	37	O
交换机	NN	交	机	NotInSurnameList	37	O
等	ETC	等	等	NotInSurnameList	21	O
产品	NN	产	品	NotInSurnameList	38	O
。	PU	。	。	NotInSurnameList	53	O
他	PN	他	他	NotInSurnameList	33	O
说	VV	说	说	NotInSurnameList	75	O
，	PU	，	，	NotInSurnameList	74	O
高	JJ	高	高	NotInSurnameList	17	O
技术	NN	技	术	NotInSurnameList	3	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
对	P	对	对	NotInSurnameList	69	O
经济	NN	经	济	NotInSurnameList	81	O
增长	NN	增	长	NotInSurnameList	6	O
和	CC	和	和	NotInSurnameList	54	O
社会	NN	社	会	NotInSurnameList	81	O
进步	NN	进	步	NotInSurnameList	49	O
具有	VV	具	有	NotInSurnameList	56	O
十分	AD	十	分	NotInSurnameList	63	O
重要	VA	重	要	NotInSurnameList	20	O
的	DEC	的	的	NotInSurnameList	52	O
意义	NN	意	义	NotInSurnameList	30	O
，	PU	，	，	NotInSurnameList	74	O
而且	AD	而	且	NotInSurnameList	94	O
发展	VV	发	展	NotInSurnameList	72	O
潜力	NN	潜	力	NotInSurnameList	88	O
很	AD	很	很	NotInSurnameList	63	O
大	VA	大	大	NotInSurnameList	84	O
。	PU	。	。	NotInSurnameList	53	O
我们	PN	我	们	NotInSurnameList	33	O
一定	AD	一	定	NotInSurnameList	22	O
要	VV	要	要	NotInSurnameList	73	O
抓紧	VV	抓	紧	NotInSurnameList	46	O
时间	NN	时	间	InSurnameList	30	O
，	PU	，	，	NotInSurnameList	74	O
努力	AD	努	力	NotInSurnameList	50	O
创造	VV	创	造	NotInSurnameList	64	O
条件	NN	条	件	NotInSurnameList	88	O
，	PU	，	，	NotInSurnameList	74	O
加强	VV	加	强	NotInSurnameList	32	O
研究	NN	研	究	NotInSurnameList	49	O
开发	NN	开	发	NotInSurnameList	49	O
，	PU	，	，	NotInSurnameList	74	O
加快	VV	加	快	NotInSurnameList	32	O
高	JJ	高	高	NotInSurnameList	17	O
技术	NN	技	术	NotInSurnameList	3	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
的	DEG	的	的	NotInSurnameList	52	O
发展	NN	发	展	NotInSurnameList	72	O
。	PU	。	。	NotInSurnameList	53	O
他	PN	他	他	NotInSurnameList	33	O
强调	VV	强	调	InSurnameList	75	O
，	PU	，	，	NotInSurnameList	74	O
在	P	在	在	NotInSurnameList	55	O
提高	VV	提	高	NotInSurnameList	32	O
硬件	NN	硬	件	NotInSurnameList	3	O
水平	NN	水	平	NotInSurnameList	88	O
的	DEC	的	的	NotInSurnameList	52	O
同时	NN	同	时	NotInSurnameList	45	O
，	PU	，	，	NotInSurnameList	74	O
要	VV	要	要	NotInSurnameList	73	O
特别	AD	特	别	NotInSurnameList	22	O
重视	VV	重	视	NotInSurnameList	47	O
软件	NN	软	件	NotInSurnameList	29	O
开发	NN	开	发	NotInSurnameList	49	O
，	PU	，	，	NotInSurnameList	74	O
要	VV	要	要	NotInSurnameList	73	O
尽快	AD	尽	快	NotInSurnameList	46	O
掌握	VV	掌	握	NotInSurnameList	32	O
国际	NN	国	际	NotInSurnameList	95	O
先进	JJ	先	进	NotInSurnameList	17	O
技术	NN	技	术	NotInSurnameList	3	O
，	PU	，	，	NotInSurnameList	74	O
并	CC	并	并	NotInSurnameList	94	O
积极	AD	积	极	NotInSurnameList	46	O
开拓	VV	开	拓	NotInSurnameList	32	O
创新	VV	创	新	NotInSurnameList	49	O
，	PU	，	，	NotInSurnameList	74	O
大力	AD	大	力	NotInSurnameList	46	O
提高	VV	提	高	NotInSurnameList	32	O
我国	NN	我	国	NotInSurnameList	95	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
的	DEG	的	的	NotInSurnameList	52	O
水平	NN	水	平	NotInSurnameList	88	O
。	PU	。	。	NotInSurnameList	53	O
他	PN	他	他	NotInSurnameList	33	O
对	P	对	对	NotInSurnameList	69	O
广东	NR	广	东	NotInSurnameList	71	B-LOC
发展	VV	发	展	NotInSurnameList	72	O
高	JJ	高	高	NotInSurnameList	17	O
技术	NN	技	术	NotInSurnameList	3	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
所	MSP	所	所	NotInSurnameList	97	O
取得	VV	取	得	NotInSurnameList	64	O
的	DEC	的	的	NotInSurnameList	52	O
突出	JJ	突	出	NotInSurnameList	20	O
成就	NN	成	就	InSurnameList	30	O
给予	VV	给	予	NotInSurnameList	64	O
充分	JJ	充	分	NotInSurnameList	46	O
肯定	NN	肯	定	NotInSurnameList	47	O
。	PU	。	。	NotInSurnameList	53	O
他	PN	他	他	NotInSurnameList	33	O
还	AD	还	还	NotInSurnameList	80	O
说	VV	说	说	NotInSurnameList	75	O
，	PU	，	，	NotInSurnameList	74	O
发展	VV	发	展	NotInSurnameList	72	O
高	JJ	高	高	NotInSurnameList	17	O
技术	NN	技	术	NotInSurnameList	3	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
，	PU	，	，	NotInSurnameList	74	O
要	VV	要	要	NotInSurnameList	73	O
加大	VV	加	大	NotInSurnameList	32	O
资金	NN	资	金	NotInSurnameList	38	O
投入	NN	投	入	NotInSurnameList	47	O
，	PU	，	，	NotInSurnameList	74	O
要	VV	要	要	NotInSurnameList	73	O
重视	VV	重	视	NotInSurnameList	47	O
人才	NN	人	才	NotInSurnameList	49	O
培养	NN	培	养	NotInSurnameList	32	O
，	PU	，	，	NotInSurnameList	74	O
充分	AD	充	分	NotInSurnameList	46	O
发挥	VV	发	挥	NotInSurnameList	32	O
专业	NN	专	业	NotInSurnameList	29	O
技术	NN	技	术	NotInSurnameList	3	O
人才	NN	人	才	NotInSurnameList	49	O
和	CC	和	和	NotInSurnameList	54	O
管理	NN	管	理	NotInSurnameList	72	O
经营	NN	经	营	NotInSurnameList	72	O
人才	NN	人	才	NotInSurnameList	49	O
的	DEG	的	的	NotInSurnameList	52	O
作用	NN	作	用	NotInSurnameList	30	O
。	PU	。	。	NotInSurnameList	53	O
他	PN	他	他	NotInSurnameList	33	O
勉励	VV	勉	励	NotInSurnameList	69	O
科研	NN	科	研	NotInSurnameList	29	O
人员	NN	人	员	NotInSurnameList	38	O
要	VV	要	要	NotInSurnameList	73	O
努力	AD	努	力	NotInSurnameList	50	O
奋斗	VV	奋	斗	NotInSurnameList	47	O
，	PU	，	，	NotInSurnameList	74	O
刻苦	AD	刻	苦	NotInSurnameList	46	O
钻研	VV	钻	研	NotInSurnameList	47	O
，	PU	，	，	NotInSurnameList	74	O
为	P	为	为	NotInSurnameList	66	O
我国	NN	我	国	NotInSurnameList	95	O
信息	NN	信	息	NotInSurnameList	29	O
产业	NN	产	业	NotInSurnameList	72	O
的	DEG	的	的	NotInSurnameList	52	O
发展	NN	发	展	NotInSurnameList	72	O
多	AD	多	多	NotInSurnameList	84	O
做	VV	做	做	NotInSurnameList	48	O
贡献	NN	贡	献	NotInSurnameList	30	O
。	PU	。	。	NotInSurnameList	53	O
乔石	NR	乔	石	InSurnameList	76	B-PER
向	P	向	向	NotInSurnameList	69	O
公司	NN	公	司	NotInSurnameList	93	O
广大	JJ	广	大	NotInSurnameList	5	O
员工	NN	员	工	NotInSurnameList	2	O
致以	VV	致	以	NotInSurnameList	55	O
亲切	VA	亲	切	NotInSurnameList	20	O
的	DEC	的	的	NotInSurnameList	52	O
问候	NN	问	候	NotInSurnameList	30	O
，	PU	，	，	NotInSurnameList	74	O
祝	VV	祝	祝	NotInSurnameList	69	O
大家	PN	大	家	NotInSurnameList	33	O
春节	NN	春	节	NotInSurnameList	41	O
快乐	VA	快	乐	NotInSurnameList	2	O
。	PU	。	。	NotInSurnameList	53	O
在	P	在	在	NotInSurnameList	55	O
广州	NR	广	州	NotInSurnameList	71	B-LOC
期间	NN	期	间	NotInSurnameList	67	O
，	PU	，	，	NotInSurnameList	74	O
乔石	NR	乔	石	InSurnameList	76	B-PER
同志	NN	同	志	NotInSurnameList	78	O
还	AD	还	还	NotInSurnameList	80	O
兴致勃勃	VV	兴	勃	NotInSurnameList	96	O
地	DEV	地	地	NotInSurnameList	86	O
参观	VV	参	观	NotInSurnameList	8	O
了	AS	了	了	NotInSurnameList	44	O
白云山	NR	白	山	InSurnameList	1	B-LOC
云	NR	云	云	NotInSurnameList	59	I-LOC
台	NR	台	台	NotInSurnameList	79	I-LOC
花园	NN	花	园	InSurnameList	12	I-LOC
和	CC	和	和	NotInSurnameList	54	O
广州	NR	广	州	NotInSurnameList	71	B-ORG
海洋馆	NN	海	馆	NotInSurnameList	1	I-ORG
，	PU	，	，	NotInSurnameList	74	O
对	P	对	对	NotInSurnameList	69	O
广州市	NR	广	市	NotInSurnameList	71	B-LOC
重视	VV	重	视	NotInSurnameList	47	O
城市	NN	城	市	NotInSurnameList	40	O
绿化	NN	绿	化	NotInSurnameList	51	O
，	PU	，	，	NotInSurnameList	74	O
重视	VV	重	视	NotInSurnameList	47	O
提高	VV	提	高	NotInSurnameList	32	O
人民	NN	人	民	NotInSurnameList	99	O
群众	NN	群	众	NotInSurnameList	26	O
物质	NN	物	质	NotInSurnameList	49	O
文化	NN	文	化	InSurnameList	29	O
生活	NN	生	活	NotInSurnameList	49	O
的	DEG	的	的	NotInSurnameList	52	O
质量	NN	质	量	NotInSurnameList	49	O
予以	VV	予	以	NotInSurnameList	46	O
高度	JJ	高	度	InSurnameList	46	O
评价	NN	评	价	NotInSurnameList	47	O
。	PU	。	。	NotInSurnameList	53	O
新华社	NR	新	社	NotInSurnameList	90	B-ORG
上海	NR	上	海	NotInSurnameList	71	B-LOC
１月	NT	１	月	NotInSurnameList	101	O
２７日	NT	２	日	NotInSurnameList	16	O
电	NN	电	电	NotInSurnameList	92	O
（	PU	（	（	NotInSurnameList	90	O
记者	NN	记	者	NotInSurnameList	98	O
