湖南 NR 湖 南 O
办事难 VV 办 难 O
』 PU 』 』 O
现象 NN 现 象 O
。 PU 。 。 O
有 VE 有 有 O
个 M 个 个 O
市民 NN 市 民 O
几 CD 几 几 O
次 M 次 次 O
到 VV 到 到 O
某 DT 某 某 O
机关 NN 机 关 O
去 VV 去 去 O
办事 VV 办 事 O
， PU ， ， O
总是 AD 总 是 O
被 LB 被 被 O
『 PU 『 『 O
你 PN 你 你 O
怎么 AD 怎 么 O
又 AD 又 又 O
来 VV 来 来 O
了 AS 了 了 O
』 PU 』 』 O
、 PU 、 、 O
『 PU 『 『 O
那 DT 那 那 O
事 NN 事 事 O
还 AD 还 还 O
在 AD 在 在 O
研究 VV 研 究 O
』 PU 』 』 O
之类 NN 之 类 O
硬邦邦 NR 硬 邦 O
的 DEG 的 的 O
话 NN 话 话 O
挡 VV 挡 挡 O
在 P 在 在 O
门 NN 门 门 O
外 LC 外 外 O
， PU ， ， O
更 AD 更 更 O
别 AD 别 别 O
说 VV 说 说 O
让座 VV 让 座 O
、 PU 、 、 O
泡 VV 泡 泡 O
茶 NN 茶 茶 O
了 SP 了 了 O
。 PU 。 。 O
后来 AD 后 来 O
， PU ， ， O
这个 DT 这 个 O
市民 NN 市 民 O
找 VV 找 找 O
了 AS 了 了 O
个 M 个 个 O
有点 AD 有 点 O
『 PU 『 『 O
职 NN 职 职 O
』 PU 』 』 O
的 DEG 的 的 O
干部 NN 干 部 O
去 VV 去 去 O
办理 VV 办 理 O
此 DT 此 此 O
事 NN 事 事 O
， PU ， ， O
事情 NN 事 情 O
马上 AD 马 上 O
就 AD 就 就 O
办 VV 办 办 O
了 AS 了 了 O
， PU ， ， O
还 AD 还 还 O
真 AD 真 真 O
喝上 VV 喝 上 O
了 AS 了 了 O
一 CD 一 一 O
杯 M 杯 杯 O
热 JJ 热 热 O
茶 NN 茶 茶 O
。 PU 。 。 O
这 DT 这 这 O
种 M 种 种 O
待人 NN 待 人 O
有别 VV 有 别 O
， PU ， ， O
按 P 按 按 O
『 PU 『 『 O
职 NN 职 职 O
』 PU 』 』 O
办事 NN 办 事 O
的 DEG 的 的 O
事 NN 事 事 O
， PU ， ， O
还 AD 还 还 O
真 AD 真 真 O
不少 CD 不 少 O
见 VV 见 见 O
。 PU 。 。 O
现在 NT 现 在 O
各 DT 各 各 O
行 NN 行 行 O
各 DT 各 各 O
业 NN 业 业 O
都 AD 都 都 O
在 AD 在 在 O
讲 VV 讲 讲 O
职业 JJ 职 业 O
道德 NN 道 德 O
， PU ， ， O
如 AD 如 如 O
『 PU 『 『 O
商德 NR 商 德 O
』 PU 』 』 O
、 PU 、 、 O
『 PU 『 『 O
医德 NN 医 德 O
』 PU 』 』 O
、 PU 、 、 O
『 PU 『 『 O
师德 NN 师 德 O
』 PU 』 』 O
… PU … … O
… PU … … O
同样 AD 同 样 O
， PU ， ， O
机关 NN 机 关 O
干部 NN 干 部 O
也 AD 也 也 O
要 VV 要 要 O
讲 VV 讲 讲 O
职业 JJ 职 业 O
道德 NN 道 德 O
。 PU 。 。 O
为政之道 VV 为 道 O
在 P 在 在 O
于安民 NR 于 民 O
， PU ， ， O
我国 NN 我 国 O
封建 JJ 封 建 O
社会 NN 社 会 O
都 AD 都 都 O
要求 VV 要 求 O
下臣 NN 下 臣 O
『 PU 『 『 O
才 AD 才 才 O
行 VV 行 行 O
兼备 VV 兼 备 O
』 PU 』 』 O
， PU ， ， O
提倡 VV 提 倡 O
『 PU 『 『 O
仁以恤民 VV 仁 民 O
』 PU 』 』 O
、 PU 、 、 O
『 PU 『 『 O
为 P 为 为 O
民 NN 民 民 O
作主 VV 作 主 O
』 PU 』 』 O
等 ETC 等 等 O
『 PU 『 『 O
从政 VV 从 政 O
之 DEC 之 之 O
德 NN 德 德 O
』 PU 』 』 O
， PU ， ， O
那么 AD 那 么 O
， PU ， ， O
今天 NT 今 天 O
党 NN 党 党 O
的 DEG 的 的 O
干部 NN 干 部 O
又 AD 又 又 O
怎 AD 怎 怎 O
能 VV 能 能 O
不 AD 不 不 O
讲 VV 讲 讲 O
『 PU 『 『 O
政德 NN 政 德 O
』 PU 』 』 O
呢 SP 呢 呢 O
？ PU ？ ？ O
当然 AD 当 然 O
， PU ， ， O
今天 NT 今 天 O
为 P 为 为 O
政者 NN 政 者 O
讲 VV 讲 讲 O
政德 NN 政 德 O
， PU ， ， O
已 AD 已 已 O
有 VE 有 有 O
了 AS 了 了 O
更 AD 更 更 O
高 JJ 高 高 O
的 DEG 的 的 O
要求 NN 要 求 O
和 CC 和 和 O
全新 JJ 全 新 O
的 DEG 的 的 O
内容 NN 内 容 O
， PU ， ， O
那 PN 那 那 O
就 AD 就 就 O
是 VC 是 是 O
毛泽东 NR 毛 东 O
同志 NN 同 志 O
早 AD 早 早 O
就 AD 就 就 O
倡导 VV 倡 导 O
的 DEC 的 的 O
『 PU 『 『 O
全心全意 AD 全 意 O
为 P 为 为 O
人民 NN 人 民 O
服务 VV 服 务 O
』 PU 』 』 O
的 DEC 的 的 O
宗旨 NN 宗 旨 O
， PU ， ， O
『 PU 『 『 O
全心全意 VV 全 意 O
』 PU 』 』 O
地 DEV 地 地 O
当好 VV 当 好 O
人民 NN 人 民 O
的 DEG 的 的 O
勤务员 NN 勤 员 O
。 PU 。 。 O
焦裕禄 NR 焦 禄 O
、 PU 、 、 O
孔繁森 NR 孔 森 O
、 PU 、 、 O
李润五 NR 李 五 O
、 PU 、 、 O
李国安 NR 李 安 O
等 ETC 等 等 O
先进 JJ 先 进 O
典型 NN 典 型 O
为 P 为 为 O
我们 PN 我 们 O
树立 VV 树 立 O
了 AS 了 了 O
榜样 NN 榜 样 O
， PU ， ， O
我们 PN 我 们 O
应该 VV 应 该 O
把 BA 把 把 O
群众 NN 群 众 O
的 DEG 的 的 O
冷暖 NN 冷 暖 O
痛痒 VV 痛 痒 O
放 VV 放 放 O
在 P 在 在 O
心 NN 心 心 O
上 LC 上 上 O
。 PU 。 。 O
再 AD 再 再 O
者 NN 者 者 O
， PU ， ， O
机关 NN 机 关 O
工作 NN 工 作 O
人员 NN 人 员 O
的 DEG 的 的 O
言行 NN 言 行 O
代表 NN 代 表 O
的 DEC 的 的 O
是 VC 是 是 O
一 CD 一 一 O
个 M 个 个 O
机关 NN 机 关 O
的 DEG 的 的 O
形象 NN 形 象 O
， PU ， ， O
往 P 往 往 O
大 NN 大 大 O
里 LC 里 里 O
说 VV 说 说 O
是 VC 是 是 O
代表 VV 代 表 O
政府 NN 政 府 O
的 DEG 的 的 O
形象 NN 形 象 O
， PU ， ， O
所以 AD 所 以 O
更 AD 更 更 O
应该 VV 应 该 O
严格 AD 严 格 O
要求 VV 要 求 O
自己 PN 自 己 O
。 PU 。 。 O
百姓 NN 百 姓 O
是 VC 是 是 O
衣食父母 NN 衣 母 O
， PU ， ， O
是 VC 是 是 O
社会 NN 社 会 O
主人 NN 主 人 O
。 PU 。 。 O
作为 P 作 为 O
人民 NN 人 民 O
勤务员 NN 勤 员 O
， PU ， ， O
机关 NN 机 关 O
干部 NN 干 部 O
应当 VV 应 当 O
密切 AD 密 切 O
联系 VV 联 系 O
群众 NN 群 众 O
， PU ， ， O
尊重 VV 尊 重 O
百姓 NN 百 姓 O
， PU ， ， O
热心 VV 热 心 O
为 P 为 为 O
群众 NN 群 众 O
提供 VV 提 供 O
优质 JJ 优 质 O
服务 NN 服 务 O
。 PU 。 。 O
百姓 NN 百 姓 O
上门 VV 上 门 O
办事 NN 办 事 O
来 VV 来 来 O
了 AS 了 了 O
， PU ， ， O
并 AD 并 并 O
非 VC 非 非 O
一定 AD 一 定 O
要 VV 要 要 O
泡 VV 泡 泡 O
茶 NN 茶 茶 O
倒水 VV 倒 水 O
， PU ， ， O
而 AD 而 而 O
是 VC 是 是 O
不 AD 不 不 O
要 VV 要 要 O
官气 NN 官 气 O
十足 VV 十 足 O
， PU ， ， O
应 VV 应 应 O
让 VV 让 让 O
人 NN 人 人 O
可 VV 可 可 O
亲 VV 亲 亲 O
可 VV 可 可 O
近 AD 近 近 O
， PU ， ， O
该 DT 该 该 O
办 VV 办 办 O
的 DEC 的 的 O
事 NN 事 事 O
及时 AD 及 时 O
办 VV 办 办 O
， PU ， ， O
不 AD 不 不 O
能办 VV 能 办 O
的 DEC 的 的 O
事 NN 事 事 O
要 VV 要 要 O
好好 AD 好 好 O
讲清 VV 讲 清 O
道理 NN 道 理 O
。 PU 。 。 O
张梅 VV 张 梅 O
她 PN 她 她 O
叫 VV 叫 叫 O
黄继美 NR 黄 美 O
， PU ， ， O
住 VV 住 住 O
在 P 在 在 O
四川 NR 四 川 O
宣汉县 NR 宣 县 O
落耳坡村 NR 落 村 O
。 PU 。 。 O
１９９６年 NT １ 年 O
夏季 NT 夏 季 O
的 DEG 的 的 O
一 CD 一 一 O
个 M 个 个 O
黄昏 NN 黄 昏 O
， PU ， ， O
我 PN 我 我 O
随 P 随 随 O
幸福 NN 幸 福 O
工程 NN 工 程 O
组织 NN 组 织 O
的 DEG 的 的 O
万 CD 万 万 O
里 M 里 里 O
行 VV 行 行 O
记者 NN 记 者 O
采访团 NN 采 团 O
路经 VV 路 经 O
落耳坡村 VV 落 村 O
。 PU 。 。 O
村子 NN 村 子 O
在 P 在 在 O
山背 NN 山 背 O
上 LC 上 上 O
， PU ， ， O
只有 AD 只 有 O
五六 CD 五 六 O
户 M 户 户 O
人家 NN 人 家 O
。 PU 。 。 O
有 VE 有 有 O
一 CD 一 一 O
户 M 户 户 O
门开 VV 门 开 O
着 AS 着 着 O
， PU ， ， O
我 PN 我 我 O
走 VV 走 走 O
了 AS 了 了 O
进去 VV 进 去 O
。 PU 。 。 O
黄继美 NR 黄 美 O
正在 AD 正 在 O
烧饭 VV 烧 饭 O
， PU ， ， O
背 NN 背 背 O
上 LC 上 上 O
的 DEG 的 的 O
背篓 NN 背 篓 O
里 LC 里 里 O
放 VV 放 放 O
着 AS 着 着 O
孩子 NN 孩 子 O
。 PU 。 。 O
两 CD 两 两 O
年 M 年 年 O
前 LC 前 前 O
， PU ， ， O
结婚 VV 结 婚 O
没多久 AD 没 久 O
她 PN 她 她 O
的 DEG 的 的 O
丈夫 NN 丈 夫 O
就 AD 就 就 O
去 VV 去 去 O
山西 NR 山 西 O
挖煤 VV 挖 煤 O
了 AS 了 了 O
， PU ， ， O
留下 VV 留 下 O
２２ CD ２ ２ O
岁 M 岁 岁 O
的 DEG 的 的 O
她 PN 她 她 O
和 CC 和 和 O
９ CD ９ ９ O
个 M 个 个 O
月 NN 月 月 O
的 DEG 的 的 O
女儿 NN 女 儿 O
以及 CC 以 及 O
四 CD 四 四 O
壁 NN 壁 壁 O
空空 NN 空 空 O
的 DEG 的 的 O
家 NN 家 家 O
和 CC 和 和 O
３ CD ３ ３ O
亩 M 亩 亩 O
山地 NN 山 地 O
、 PU 、 、 O
１ CD １ １ O
头 M 头 头 O
猪 NN 猪 猪 O
。 PU 。 。 O
这 DT 这 这 O
几 CD 几 几 O
天 M 天 天 O
， PU ， ， O
她 PN 她 她 O
家 NN 家 家 O
连 AD 连 连 O
买 VV 买 买 O
火柴 NN 火 柴 O
的 DEC 的 的 O
钱 NN 钱 钱 O
都 AD 都 都 O
没有 VE 没 有 O
了 SP 了 了 O
， PU ， ， O
烧饭 VV 烧 饭 O
要 VV 要 要 O
从 P 从 从 O
别人 NN 别 人 O
家 NN 家 家 O
引火 VV 引 火 O
。 PU 。 。 O
她 PN 她 她 O
家 NN 家 家 O
的 DEG 的 的 O
３ CD ３ ３ O
亩 M 亩 亩 O
山 NN 山 山 O
地 DEV 地 地 O
散 VV 散 散 O
在 P 在 在 O
５ CD ５ ５ O
个 M 个 个 O
地方 NN 地 方 O
， PU ， ， O
最 AD 最 最 O
远 VA 远 远 O
的 DEC 的 的 O
一 CD 一 一 O
块 M 块 块 O
要 VV 要 要 O
走 VV 走 走 O
一 CD 一 一 O
个 M 个 个 O
多 AD 多 多 O
小时 NN 小 时 O
山路 NN 山 路 O
。 PU 。 。 O
地 NN 地 地 O
里 LC 里 里 O
土豆 NN 土 豆 O
挖 VV 挖 挖 O
了 AS 了 了 O
， PU ， ， O
她 PN 她 她 O
要 VV 要 要 O
背 VV 背 背 O
下山 VV 下 山 O
， PU ， ， O
红薯刨 VV 红 刨 O
了 AS 了 了 O
， PU ， ， O
她 PN 她 她 O
也 AD 也 也 O
要 VV 要 要 O
背 VV 背 背 O
下山 VV 下 山 O
。 PU 。 。 O
收 VV 收 收 O
一 CD 一 一 O
季 M 季 季 O
， PU ， ， O
即使 CS 即 使 O
她 PN 她 她 O
每 DT 每 每 O
天 M 天 天 O
背 VV 背 背 O
３ CD ３ ３ O
次 M 次 次 O
， PU ， ， O
每 DT 每 每 O
次 M 次 次 O
背 NN 背 背 O
４０ CD ４ ０ O
公斤 M 公 斤 O
， PU ， ， O
也 AD 也 也 O
要 VV 要 要 O
背 VV 背 背 O
４０多 CD ４ 多 O
趟 M 趟 趟 O
， PU ， ， O
用 P 用 用 O
十几 CD 十 几 O
天 M 天 天 O
。 PU 。 。 O
冬天 NT 冬 天 O
到 VV 到 到 O
了 AS 了 了 O
， PU ， ， O
她 PN 她 她 O
还 AD 还 还 O
要 VV 要 要 O
到 VV 到 到 O
十几 CD 十 几 O
里 M 里 里 O
外 LC 外 外 O
的 DEG 的 的 O
山 NN 山 山 O
上 LC 上 上 O
砍 VV 砍 砍 O
一 CD 一 一 O
年 M 年 年 O
烧 VV 烧 烧 O
的 DEC 的 的 O
柴 NN 柴 柴 O
。 PU 。 。 O
这 PN 这 这 O
本 AD 本 本 O
是 VC 是 是 O
男人 NN 男 人 O
干 VV 干 干 O
的 DEC 的 的 O
力气活 NN 力 活 O
， PU ， ， O
柴 NN 柴 柴 O
山势陡 NN 山 陡 O
， PU ， ， O
又 AD 又 又 O
荆棘 NN 荆 棘 O
丛生 VV 丛 生 O
， PU ， ， O
她 PN 她 她 O
要 VV 要 要 O
极其 AD 极 其 O
小心 VA 小 心 O
地 DEV 地 地 O
稳 AD 稳 稳 O
住 VV 住 住 O
脚 NN 脚 脚 O
， PU ， ， O
拨开 VV 拨 开 O
荆棘 NN 荆 棘 O
， PU ， ， O
将 BA 将 将 O
胳膊 NN 胳 膊 O
粗 JJ 粗 粗 O
的 DEG 的 的 O
柴树 NN 柴 树 O
砍断 VV 砍 断 O
， PU ， ， O
再 AD 再 再 O
劈 VV 劈 劈 O
去 VV 去 去 O
乱 VV 乱 乱 O
枝 M 枝 枝 O
， PU ， ， O
截成 VV 截 成 O
一 CD 一 一 O
米 M 米 米 O
左右 LC 左 右 O
长 VA 长 长 O
的 DEC 的 的 O
棍子 NN 棍 子 O
， PU ， ， O
捆好 NN 捆 好 O
背 NN 背 背 O
回家 VV 回 家 O
。 PU 。 。 O
我 PN 我 我 O
问 VV 问 问 O
她 PN 她 她 O
： PU ： ： O
“ PU “ “ O
你 PN 你 你 O
愿意 VV 愿 意 O
丈夫 NN 丈 夫 O
外出 VV 外 出 O
吗 SP 吗 吗 O
？ PU ？ ？ O
” PU ” ” O
她 PN 她 她 O
说 VV 说 说 O
： PU ： ： O
“ PU “ “ O
哪 DT 哪 哪 O
个 M 个 个 O
愿意 VV 愿 意 O
！ PU ！ ！ O
没 AD 没 没 O
得 VV 得 得 O
办法 NN 办 法 O
。 PU 。 。 O
地里 NN 地 里 O
收 VV 收 收 O
的 DEC 的 的 O
不 AD 不 不 O
够 AD 够 够 O
吃 VV 吃 吃 O
４ CD ４ ４ O
个 M 个 个 O
月 NN 月 月 O
。 PU 。 。 O
” PU ” ” O
这时 AD 这 时 O
， PU ， ， O
我 PN 我 我 O
看 VV 看 看 O
了 AS 了 了 O
看 VV 看 看 O
她 PN 她 她 O
的 DEG 的 的 O
家 NN 家 家 O
， PU ， ， O
一 CD 一 一 O
间 M 间 间 O
房子 NN 房 子 O
， PU ， ， O
一 CD 一 一 O
个 M 个 个 O
土灶 NN 土 灶 O
， PU ， ， O
一 CD 一 一 O
张 M 张 张 O
床 NN 床 床 O
， PU ， ， O
一 CD 一 一 O
张 M 张 张 O
旧 JJ 旧 旧 O
桌子 NN 桌 子 O
上 LC 上 上 O
泡 VV 泡 泡 O
着 AS 着 着 O
半 CD 半 半 O
盆 M 盆 盆 O
土豆 NN 土 豆 O
， PU ， ， O
下面 NN 下 面 O
堆 VV 堆 堆 O
着 AS 着 着 O
一 CD 一 一 O
堆 M 堆 堆 O
土豆 NN 土 豆 O
。 PU 。 。 O
看 VV 看 看 O
上去 VV 上 去 O
， PU ， ， O
家 NN 家 家 O
里 LC 里 里 O
值钱 VA 值 钱 O
的 DEC 的 的 O
就 AD 就 就 O
是 VC 是 是 O
那 DT 那 那 O
堆 M 堆 堆 O
土豆 NN 土 豆 O
了 SP 了 了 O
。 PU 。 。 O
我 PN 我 我 O
就 AD 就 就 O
又 AD 又 又 O
问 VV 问 问 O
： PU ： ： O
“ PU “ “ O
你 PN 你 你 O
觉得 VV 觉 得 O
苦 VA 苦 苦 O
吗 SP 吗 吗 O
？ PU ？ ？ O
” PU ” ” O
她 PN 她 她 O
摇摇 VV 摇 摇 O
头 NN 头 头 O
说 VV 说 说 O
： PU ： ： O
“ PU “ “ O
穷 JJ 穷 穷 O
没 VE 没 没 O
根 NN 根 根 O
， PU ， ， O
富 NN 富 富 O
没 VE 没 没 O
苗 NR 苗 苗 O
， PU ， ， O
年轻 JJ 年 轻 O
人 NN 人 人 O
只要 AD 只 要 O
勤劳 VA 勤 劳 O
， PU ， ， O
就 AD 就 就 O
有 VE 有 有 O
好 JJ 好 好 O
日子 NN 日 子 O
过 VV 过 过 O
。 PU 。 。 O
” PU ” ” O
这时 AD 这 时 O
， PU ， ， O
幸福 NN 幸 福 O
工程 NN 工 程 O
组委会 NN 组 会 O
于 P 于 于 O
副秘书长 NN 副 长 O
问 VV 问 问 O
， PU ， ， O
假如 CS 假 如 O
贷给 VV 贷 给 O
你 PN 你 你 O
钱 NN 钱 钱 O
， PU ， ， O
你 PN 你 你 O
打算 VV 打 算 O
做 VV 做 做 O
什么 PN 什 么 O
？ PU ？ ？ O
她 PN 她 她 O
脱口 NN 脱 口 O
说 VV 说 说 O
： PU ： ： O
养 VV 养 养 O
羊 NN 羊 羊 O
， PU ， ， O
要 VV 要 要 O
不 AD 不 不 O
改土 VV 改 土 O
！ PU ！ ！ O
在 P 在 在 O
城里 NN 城 里 O
， PU ， ， O
许多 CD 许 多 O
２２ CD ２ ２ O
岁 M 岁 岁 O
的 DEG 的 的 O
女孩 NN 女 孩 O
还 AD 还 还 O
经常 AD 经 常 O
在 P 在 在 O
父母 NN 父 母 O
身 NN 身 身 O
边 LC 边 边 O
撒娇 VV 撒 娇 O
。 PU 。 。 O
在 P 在 在 O
山里 NN 山 里 O
， PU ， ， O
黄继美 NR 黄 美 O
却 AD 却 却 O
顶 VV 顶 顶 O
着 AS 着 着 O
太阳 NN 太 阳 O
冒 VV 冒 冒 O
着 AS 着 着 O
雨 NN 雨 雨 O
， PU ， ， O
担起 VV 担 起 O
了 AS 了 了 O
一 CD 一 一 O
个 M 个 个 O
家 NN 家 家 O
。 PU 。 。 O
黄继美 NR 黄 美 O
的 DEG 的 的 O
韧劲 NN 韧 劲 O
和 CC 和 和 O
乐观 NN 乐 观 O
、 PU 、 、 O
豁达 VA 豁 达 O
的 DEC 的 的 O
生活 NN 生 活 O
态度 NN 态 度 O
感动 VV 感 动 O
了 AS 了 了 O
我 PN 我 我 O
。 PU 。 。 O
我 PN 我 我 O
喊 VV 喊 喊 O
来 VV 来 来 O
同行 VV 同 行 O
的 DEC 的 的 O
中国 NR 中 国 O
人口报 NN 人 报 O
摄影 NN 摄 影 O
记者 NN 记 者 O
刘戈宇 NR 刘 宇 O
， PU ， ， O
请 VV 请 请 O
他 PN 他 他 O
拍 VV 拍 拍 O
下 VV 下 下 O
了 AS 了 了 O
这 DT 这 这 O
张 M 张 张 O
照片 NN 照 片 O
。 PU 。 。 O
单菊 JJ 单 菊 O
母爱 NN 母 爱 O
， PU ， ， O
作为 P 作 为 O
人类 NN 人 类 O
一 CD 一 一 O
种 M 种 种 O
崇高 JJ 崇 高 O
的 DEG 的 的 O
爱 NN 爱 爱 O
， PU ， ， O
是 VC 是 是 O
一 CD 一 一 O
棵 M 棵 棵 O
人类 NN 人 类 O
精神 NN 精 神 O
大 JJ 大 大 O
树 NN 树 树 O
， PU ， ， O
她 PN 她 她 O
永久 VA 永 久 O
地 DEV 地 地 O
枝繁 VV 枝 繁 O
叶茂 NR 叶 茂 O
。 PU 。 。 O
在 P 在 在 O
贵州省 NR 贵 省 O
极 AD 极 极 O
贫 VA 贫 贫 O
山区 NN 山 区 O
的 DEG 的 的 O
一 CD 一 一 O
座 M 座 座 O
苗寨 NN 苗 寨 O
里 LC 里 里 O
， PU ， ， O
我 PN 我 我 O
见 VV 见 见 O
过 AS 过 过 O
这样 JJ 这 样 O
一 CD 一 一 O
位 M 位 位 O
母亲 NN 母 亲 O
。 PU 。 。 O
她 PN 她 她 O
叫 VV 叫 叫 O
罗桂英 NR 罗 英 O
， PU ， ， O
结婚 VV 结 婚 O
１０ CD １ ０ O
年 M 年 年 O
多 AD 多 多 O
， PU ， ， O
总是 AD 总 是 O
最后 AD 最 后 O
一 CD 一 一 O
个 M 个 个 O
上 LC 上 上 O
饭桌 NN 饭 桌 O
。 PU 。 。 O
多 AD 多 多 O
剩 VV 剩 剩 O
多 AD 多 多 O
吃 VV 吃 吃 O
， PU ， ， O
少 AD 少 少 O
剩 VV 剩 剩 O
少 AD 少 少 O
吃 VV 吃 吃 O
， PU ， ， O
不 AD 不 不 O
剩 VV 剩 剩 O
不 AD 不 不 O
吃 VV 吃 吃 O
， PU ， ， O
累月 AD 累 月 O
经年 VV 经 年 O
， PU ， ， O
她 PN 她 她 O
的 DEG 的 的 O
胃 NN 胃 胃 O
严重 AD 严 重 O
损伤 VV 损 伤 O
， PU ， ， O
发病 VV 发 病 O
时 LC 时 时 O
腰 NN 腰 腰 O
都 AD 都 都 O
直 AD 直 直 O
不 AD 不 不 O
起来 VV 起 来 O
。 PU 。 。 O
我 PN 我 我 O
问 VV 问 问 O
她 PN 她 她 O
为什么 AD 为 么 O
总是 AD 总 是 O
最后 AD 最 后 O
一 CD 一 一 O
个 M 个 个 O
吃饭 NN 吃 饭 O
。 PU 。 。 O
她 PN 她 她 O
说 VV 说 说 O
， PU ， ， O
孩子们 NN 孩 们 O
要 VV 要 要 O
上学 VV 上 学 O
， PU ， ， O
要 VV 要 要 O
长 VV 长 长 O
身体 NN 身 体 O
， PU ， ， O
婆婆 NN 婆 婆 O
老 VA 老 老 O
了 AS 了 了 O
， PU ， ， O
丈夫 NN 丈 夫 O
要 VV 要 要 O
干 VV 干 干 O
重活 NN 重 活 O
， PU ， ， O
就 AD 就 就 O
该 VV 该 该 O
我 PN 我 我 O
少 AD 少 少 O
吃 VV 吃 吃 O
。 PU 。 。 O
说 VV 说 说 O
这 DT 这 这 O
话 NN 话 话 O
时 LC 时 时 O
， PU ， ， O
罗桂英 NR 罗 英 O
平静 VA 平 静 O
得 DER 得 得 O
像 P 像 像 O
山涧 NN 山 涧 O
溪水 NN 溪 水 O
。 PU 。 。 O
就 AD 就 就 O
在 P 在 在 O
那 DT 那 那 O
一 CD 一 一 O
刻 M 刻 刻 O
， PU ， ， O
我 PN 我 我 O
