本 DT 本 本 O
１２日 NT １ 日 O
就 AD 就 就 O
运到 VV 运 到 O
了 AS 了 了 O
我 PN 我 我 O
的 DEG 的 的 O
家乡 NN 家 乡 O
， PU ， ， O
节 NN 节 节 O
前 LC 前 前 O
工作 VV 工 作 O
又 AD 又 又 O
特 AD 特 特 O
忙 VA 忙 忙 O
， PU ， ， O
我 PN 我 我 O
节 NN 节 节 O
后 LC 后 后 O
再 AD 再 再 O
回去 VV 回 去 O
。 PU 。 。 O
” PU ” ” O
清洁员 NN 清 员 O
赵丽萍 NR 赵 萍 B-PER
和 CC 和 和 O
杨丽霞 NR 杨 霞 B-PER
的 DEG 的 的 O
家 NN 家 家 O
都 AD 都 都 O
在 AD 在 在 O
张北 VV 张 北 B-LOC
。 PU 。 。 O
赵丽萍 NR 赵 萍 B-PER
说 VV 说 说 O
， PU ， ， O
邮局 NN 邮 局 O
的 DEG 的 的 O
领导 NN 领 导 O
、 PU 、 、 O
职工 NN 职 工 O
对 P 对 对 O
灾区 NN 灾 区 O
人民 NN 人 民 O
的 DEG 的 的 O
深情 NN 深 情 O
， PU ， ， O
令 VV 令 令 O
我们 PN 我 们 O
深感 VV 深 感 O
社会主义 NN 社 义 O
大 JJ 大 大 O
家庭 NN 家 庭 O
的 DEG 的 的 O
温暖 NN 温 暖 O
。 PU 。 。 O
我 PN 我 我 O
衷心 AD 衷 心 O
祝愿 VV 祝 愿 O
家乡 NN 家 乡 O
父老 NN 父 老 O
在 P 在 在 O
北京 NR 北 京 B-LOC
和 CC 和 和 O
全 DT 全 全 O
国 NN 国 国 O
人民 NN 人 民 O
的 DEG 的 的 O
帮助 NN 帮 助 O
下 LC 下 下 O
早日 AD 早 日 O
住进 VV 住 进 O
新房 NN 新 房 O
。 PU 。 。 O
投递员 NN 投 员 O
杨殿军 NR 杨 军 B-PER
和 CC 和 和 O
张东升 NR 张 升 B-PER
两 CD 两 两 O
家 M 家 家 O
受灾 NN 受 灾 O
较 AD 较 较 O
重 VA 重 重 O
， PU ， ， O
房屋 NN 房 屋 O
全 AD 全 全 O
被 SB 被 被 O
震塌 VV 震 塌 O
。 PU 。 。 O
今晚 NT 今 晚 O
， PU ， ， O
当 P 当 当 O
他 PN 他 他 O
俩 CD 俩 俩 O
从 P 从 从 O
局长 NN 局 长 O
和 P 和 和 O
工会 NN 工 会 O
主席 NN 主 席 O
手 NN 手 手 O
中 LC 中 中 O
接过 VV 接 过 O
２０００ CD ２ ０ O
元 M 元 元 O
捐款 NN 捐 款 O
时 LC 时 时 O
， PU ， ， O
激动 VV 激 动 O
得 DER 得 得 O
连声 AD 连 声 O
说 VV 说 说 O
： PU ： ： O
“ PU “ “ O
谢谢 VV 谢 谢 O
， PU ， ， O
谢谢 VV 谢 谢 O
！ PU ！ ！ O
” PU ” ” O
新华社 NR 新 社 B-ORG
广州 NR 广 州 B-LOC
１月 NT １ 月 O
２７日 NT ２ 日 O
电 NN 电 电 O
（ PU （ （ O
记者 NN 记 者 O
韩晓光 NR 韩 光 B-PER
） PU ） ） O
全 DT 全 全 B-ORG
国 NN 国 国 I-ORG
人大 NN 人 大 I-ORG
常委会 NN 常 会 I-ORG
委员长 NN 委 长 O
乔石 NR 乔 石 B-PER
日前 NT 日 前 O
在 P 在 在 O
广州 NR 广 州 B-LOC
参观 VV 参 观 O
金鹏 NR 金 鹏 B-ORG
电子 NN 电 子 I-ORG
信息 NN 信 息 I-ORG
机器 NN 机 器 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
（ PU （ （ O
集团 NN 集 团 O
） PU ） ） O
时 LC 时 时 O
强调 VV 强 调 O
， PU ， ， O
要 VV 要 要 O
努力 VV 努 力 O
创造 VV 创 造 O
条件 NN 条 件 O
， PU ， ， O
加强 VV 加 强 O
研究 NN 研 究 O
开发 NN 开 发 O
， PU ， ， O
加快 VV 加 快 O
发展 VV 发 展 O
高 JJ 高 高 O
技术 NN 技 术 O
信息 NN 信 息 O
产业 NN 产 业 O
。 PU 。 。 O
１月 NT １ 月 O
２５日 NT ２ 日 O
， PU ， ， O
乔石 NR 乔 石 B-PER
在 P 在 在 O
中共 NR 中 共 B-ORG
中央 NN 中 央 I-ORG
政治局 NN 政 局 I-ORG
委员 NN 委 员 O
、 PU 、 、 O
广东 NR 广 东 B-ORG
省委 NN 省 委 I-ORG
书记 NN 书 记 O
谢非 NR 谢 非 B-PER
， PU ， ， O
广东省 NR 广 省 B-ORG
人大 NN 人 大 I-ORG
常委会 NN 常 会 I-ORG
主任 NN 主 任 O
朱森林 NR 朱 林 B-PER
及 CC 及 及 O
广东 NR 广 东 B-ORG
省委 NN 省 委 I-ORG
常委 NN 常 委 O
、 PU 、 、 O
广州 NR 广 州 B-ORG
市委 NN 市 委 I-ORG
书记 NN 书 记 O
高祀仁 NR 高 仁 B-PER
、 PU 、 、 O
市长 NN 市 长 O
林树森 NR 林 森 B-PER
等 ETC 等 等 O
陪同 NN 陪 同 O
下 LC 下 下 O
， PU ， ， O
来到 VV 来 到 O
广州 NR 广 州 B-LOC
天河 NR 天 河 I-LOC
高新 JJ 高 新 I-LOC
技术 NN 技 术 I-LOC
开发区 NN 开 区 I-LOC
， PU ， ， O
参观 VV 参 观 O
了 AS 了 了 O
金鹏 NR 金 鹏 B-ORG
电子 NN 电 子 I-ORG
信息 NN 信 息 I-ORG
机器 NN 机 器 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
（ PU （ （ O
集团 NN 集 团 O
） PU ） ） O
。 PU 。 。 O
乔石 NR 乔 石 B-PER
听取 VV 听 取 O
了 AS 了 了 O
公司 NN 公 司 O
发展 NN 发 展 O
和 CC 和 和 O
产品 NN 产 品 O
开发 NN 开 发 O
情况 NN 情 况 O
的 DEG 的 的 O
汇报 NN 汇 报 O
， PU ， ， O
察看 VV 察 看 O
了 AS 了 了 O
ＥＩＭ NN Ｅ Ｍ O
? PU ? ? O
６０１ CD ６ １ O
程控 JJ 程 控 O
数字 NN 数 字 O
交换机 NN 交 机 O
等 ETC 等 等 O
产品 NN 产 品 O
。 PU 。 。 O
他 PN 他 他 O
说 VV 说 说 O
， PU ， ， O
高 JJ 高 高 O
技术 NN 技 术 O
信息 NN 信 息 O
产业 NN 产 业 O
对 P 对 对 O
经济 NN 经 济 O
增长 NN 增 长 O
和 CC 和 和 O
社会 NN 社 会 O
进步 NN 进 步 O
具有 VV 具 有 O
十分 AD 十 分 O
重要 VA 重 要 O
的 DEC 的 的 O
意义 NN 意 义 O
， PU ， ， O
而且 AD 而 且 O
发展 VV 发 展 O
潜力 NN 潜 力 O
很 AD 很 很 O
大 VA 大 大 O
。 PU 。 。 O
我们 PN 我 们 O
一定 AD 一 定 O
要 VV 要 要 O
抓紧 VV 抓 紧 O
时间 NN 时 间 O
， PU ， ， O
努力 AD 努 力 O
创造 VV 创 造 O
条件 NN 条 件 O
， PU ， ， O
加强 VV 加 强 O
研究 NN 研 究 O
开发 NN 开 发 O
， PU ， ， O
加快 VV 加 快 O
高 JJ 高 高 O
技术 NN 技 术 O
信息 NN 信 息 O
产业 NN 产 业 O
的 DEG 的 的 O
发展 NN 发 展 O
。 PU 。 。 O
他 PN 他 他 O
强调 VV 强 调 O
， PU ， ， O
在 P 在 在 O
提高 VV 提 高 O
硬件 NN 硬 件 O
水平 NN 水 平 O
的 DEC 的 的 O
同时 NN 同 时 O
， PU ， ， O
要 VV 要 要 O
特别 AD 特 别 O
重视 VV 重 视 O
软件 NN 软 件 O
开发 NN 开 发 O
， PU ， ， O
要 VV 要 要 O
尽快 AD 尽 快 O
掌握 VV 掌 握 O
国际 NN 国 际 O
先进 JJ 先 进 O
技术 NN 技 术 O
， PU ， ， O
并 CC 并 并 O
积极 AD 积 极 O
开拓 VV 开 拓 O
创新 VV 创 新 O
， PU ， ， O
大力 AD 大 力 O
提高 VV 提 高 O
我国 NN 我 国 O
信息 NN 信 息 O
产业 NN 产 业 O
的 DEG 的 的 O
水平 NN 水 平 O
。 PU 。 。 O
他 PN 他 他 O
对 P 对 对 O
广东 NR 广 东 B-LOC
发展 VV 发 展 O
高 JJ 高 高 O
技术 NN 技 术 O
信息 NN 信 息 O
产业 NN 产 业 O
所 MSP 所 所 O
取得 VV 取 得 O
的 DEC 的 的 O
突出 JJ 突 出 O
成就 NN 成 就 O
给予 VV 给 予 O
充分 JJ 充 分 O
肯定 NN 肯 定 O
。 PU 。 。 O
他 PN 他 他 O
还 AD 还 还 O
说 VV 说 说 O
， PU ， ， O
发展 VV 发 展 O
高 JJ 高 高 O
技术 NN 技 术 O
信息 NN 信 息 O
产业 NN 产 业 O
， PU ， ， O
要 VV 要 要 O
加大 VV 加 大 O
资金 NN 资 金 O
投入 NN 投 入 O
， PU ， ， O
要 VV 要 要 O
重视 VV 重 视 O
人才 NN 人 才 O
培养 NN 培 养 O
， PU ， ， O
充分 AD 充 分 O
发挥 VV 发 挥 O
专业 NN 专 业 O
技术 NN 技 术 O
人才 NN 人 才 O
和 CC 和 和 O
管理 NN 管 理 O
经营 NN 经 营 O
人才 NN 人 才 O
的 DEG 的 的 O
作用 NN 作 用 O
。 PU 。 。 O
他 PN 他 他 O
勉励 VV 勉 励 O
科研 NN 科 研 O
人员 NN 人 员 O
要 VV 要 要 O
努力 AD 努 力 O
奋斗 VV 奋 斗 O
， PU ， ， O
刻苦 AD 刻 苦 O
钻研 VV 钻 研 O
， PU ， ， O
为 P 为 为 O
我国 NN 我 国 O
信息 NN 信 息 O
产业 NN 产 业 O
的 DEG 的 的 O
发展 NN 发 展 O
多 AD 多 多 O
做 VV 做 做 O
贡献 NN 贡 献 O
。 PU 。 。 O
乔石 NR 乔 石 B-PER
向 P 向 向 O
公司 NN 公 司 O
广大 JJ 广 大 O
员工 NN 员 工 O
致以 VV 致 以 O
亲切 VA 亲 切 O
的 DEC 的 的 O
问候 NN 问 候 O
， PU ， ， O
祝 VV 祝 祝 O
大家 PN 大 家 O
春节 NN 春 节 O
快乐 VA 快 乐 O
。 PU 。 。 O
在 P 在 在 O
广州 NR 广 州 B-LOC
期间 NN 期 间 O
， PU ， ， O
乔石 NR 乔 石 B-PER
同志 NN 同 志 O
还 AD 还 还 O
兴致勃勃 VV 兴 勃 O
地 DEV 地 地 O
参观 VV 参 观 O
了 AS 了 了 O
白云山 NR 白 山 B-LOC
云 NR 云 云 I-LOC
台 NR 台 台 I-LOC
花园 NN 花 园 I-LOC
和 CC 和 和 O
广州 NR 广 州 B-ORG
海洋馆 NN 海 馆 I-ORG
， PU ， ， O
对 P 对 对 O
广州市 NR 广 市 B-LOC
重视 VV 重 视 O
城市 NN 城 市 O
绿化 NN 绿 化 O
， PU ， ， O
重视 VV 重 视 O
提高 VV 提 高 O
人民 NN 人 民 O
群众 NN 群 众 O
物质 NN 物 质 O
文化 NN 文 化 O
生活 NN 生 活 O
的 DEG 的 的 O
质量 NN 质 量 O
予以 VV 予 以 O
高度 JJ 高 度 O
评价 NN 评 价 O
。 PU 。 。 O
新华社 NR 新 社 B-ORG
上海 NR 上 海 B-LOC
１月 NT １ 月 O
２７日 NT ２ 日 O
电 NN 电 电 O
（ PU （ （ O
记者 NN 记 者 O
孙杰 NR 孙 杰 B-PER
、 PU 、 、 O
罗康雄 NR 罗 雄 B-PER
） PU ） ） O
中远 NR 中 远 B-ORG
集装箱 NN 集 箱 I-ORG
运输 NN 运 输 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
今天 NT 今 天 O
上午 NT 上 午 O
在 P 在 在 O
上海 NR 上 海 B-LOC
浦东 NR 浦 东 B-LOC
新区 NN 新 区 O
正式 AD 正 式 O
成立 VV 成 立 O
。 PU 。 。 O
国务院 NN 国 院 B-ORG
副总理 NN 副 理 O
吴邦国 NR 吴 国 B-PER
为 P 为 为 O
公司 NN 公 司 O
成立 VV 成 立 O
揭牌 VV 揭 牌 O
。 PU 。 。 O
中远 NR 中 远 B-ORG
集装箱 NN 集 箱 I-ORG
运输 NN 运 输 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
是 VC 是 是 O
由 P 由 由 O
中国 NR 中 国 B-ORG
远洋 NN 远 洋 I-ORG
运输 NN 运 输 I-ORG
（ PU （ （ I-ORG
集团 NN 集 团 I-ORG
） PU ） ） I-ORG
总 JJ 总 总 I-ORG
公司 NN 公 司 I-ORG
（ PU （ （ O
简称 VV 简 称 O
中远 NR 中 远 B-ORG
集团 NN 集 团 I-ORG
） PU ） ） O
的 DEG 的 的 O
集装箱 NN 集 箱 O
总部 NN 总 部 O
与 CC 与 与 O
上海 NR 上 海 B-ORG
远洋 NN 远 洋 I-ORG
运输 NN 运 输 I-ORG
公司 NN 公 司 I-ORG
合并 VV 合 并 O
， PU ， ， O
同时 AD 同 时 O
将 BA 将 将 O
中远 NR 中 远 B-ORG
集团 NN 集 团 I-ORG
所 MSP 所 所 O
属 VV 属 属 O
的 DEC 的 的 O
天津 NR 天 津 B-LOC
、 PU 、 、 O
上海 NR 上 海 B-LOC
、 PU 、 、 O
广州 NR 广 州 B-LOC
三 CD 三 三 O
家 M 家 家 O
远洋 NN 远 洋 O
公司 NN 公 司 O
的 DEG 的 的 O
集装箱 NN 集 箱 O
运输 NN 运 输 O
资源 NN 资 源 O
通过 P 通 过 O
资产 NN 资 产 O
重组 NN 重 组 O
全部 AD 全 部 O
归并 VV 归 并 O
纳入 VV 纳 入 O
而 MSP 而 而 O
组建 VV 组 建 O
的 DEC 的 的 O
。 PU 。 。 O
目前 NT 目 前 O
， PU ， ， O
中 NR 中 中 B-ORG
远 AD 远 远 I-ORG
集装箱 NN 集 箱 I-ORG
运输 NN 运 输 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
现 AD 现 现 O
有 VE 有 有 O
总 JJ 总 总 O
资产 NN 资 产 O
达 VV 达 达 O
２３０亿 CD ２ 亿 O
元 M 元 元 O
， PU ， ， O
拥有 VV 拥 有 O
集装箱 NN 集 箱 O
船舶 NN 船 舶 O
１４０余 CD １ 余 O
艘 M 艘 艘 O
， PU ， ， O
标准箱 NN 标 箱 O
位 VV 位 位 O
超过 VV 超 过 O
２１万 CD ２ 万 O
箱 M 箱 箱 O
， PU ， ， O
整体 JJ 整 体 O
实力 NN 实 力 O
跃居 VV 跃 居 O
世界 NN 世 界 O
第五 OD 第 五 O
位 M 位 位 O
。 PU 。 。 O
这 DT 这 这 O
家 M 家 家 O
公司 NN 公 司 O
共 AD 共 共 O
有 VE 有 有 O
班轮 NN 班 轮 O
航线 NN 航 线 O
５０多 CD ５ 多 O
条 M 条 条 O
， PU ， ， O
直接 AD 直 接 O
挂靠 VV 挂 靠 O
全球 NN 全 球 O
１００多 CD １ 多 O
个 M 个 个 O
主要 JJ 主 要 O
港口 NN 港 口 O
。 PU 。 。 O
交通部 NN 交 部 B-ORG
副部长 NN 副 长 O
胡 NR 胡 胡 B-PER
希捷 VV 希 捷 I-PER
在 P 在 在 O
致词 NN 致 词 O
中 LC 中 中 O
说 VV 说 说 O
， PU ， ， O
上海 NR 上 海 B-LOC
正在 AD 正 在 O
逐步 AD 逐 步 O
发展 VV 发 展 O
成为 VV 成 为 O
国际 NN 国 际 O
航运 NN 航 运 O
中心 NN 中 心 O
， PU ， ， O
中 NR 中 中 B-ORG
远 AD 远 远 I-ORG
集装箱 NN 集 箱 I-ORG
运输 NN 运 输 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
移师 VV 移 师 O
上海 NR 上 海 B-LOC
， PU ， ， O
是 VC 是 是 O
中远 NR 中 远 B-ORG
集团 NN 集 团 I-ORG
实施 VV 实 施 O
航运 NN 航 运 O
体制 NN 体 制 O
改革 NN 改 革 O
， PU ， ， O
建立 VV 建 立 O
现代 JJ 现 代 O
企业 NN 企 业 O
制度 NN 制 度 O
迈出 VV 迈 出 O
的 DEC 的 的 O
重要 JJ 重 要 O
一 CD 一 一 O
步 M 步 步 O
， PU ， ， O
也 AD 也 也 O
是 VC 是 是 O
为 P 为 为 O
适应 VV 适 应 O
上海 NR 上 海 B-LOC
经济 NN 经 济 O
发展 NN 发 展 O
作出 VV 作 出 O
的 DEC 的 的 O
重要 JJ 重 要 O
决策 NN 决 策 O
。 PU 。 。 O
上海市 NR 上 市 B-LOC
副市长 NN 副 长 O
夏克强 NR 夏 强 B-PER
在 P 在 在 O
致词 NN 致 词 O
中 LC 中 中 O
表示 VV 表 示 O
， PU ， ， O
上海 NR 上 海 B-ORG
市委 NN 市 委 I-ORG
、 PU 、 、 O
市政府 NN 市 府 O
热情 NN 热 情 O
欢迎 VV 欢 迎 O
海内外 NN 海 外 O
大型 JJ 大 型 O
企业 NN 企 业 O
集团 NN 集 团 O
落户 VV 落 户 O
上海 NR 上 海 B-LOC
， PU ， ， O
共同 AD 共 同 O
发展 VV 发 展 O
， PU ， ， O
并 AD 并 并 O
一如既往 VV 一 往 O
地 DEV 地 地 O
提供 VV 提 供 O
全方位 JJ 全 位 O
的 DEG 的 的 O
服务 NN 服 务 O
。 PU 。 。 O
中国 NR 中 国 B-ORG
远洋 NN 远 洋 I-ORG
运输 NN 运 输 I-ORG
（ PU （ （ I-ORG
集团 NN 集 团 I-ORG
） PU ） ） I-ORG
总 JJ 总 总 I-ORG
公司 NN 公 司 I-ORG
总裁 NN 总 裁 O
陈忠表 NR 陈 表 B-PER
主持 VV 主 持 O
了 AS 了 了 O
揭牌 NN 揭 牌 O
仪式 NN 仪 式 O
。 PU 。 。 O
交通部 NN 交 部 B-ORG
部长 NN 部 长 O
黄镇东 NR 黄 东 B-PER
， PU ， ， O
上海市 NR 上 市 B-LOC
市长 NN 市 长 O
徐匡迪 NR 徐 迪 B-PER
， PU ， ， O
国务院 NN 国 院 B-ORG
副秘书长 NN 副 长 O
石秀 NR 石 秀 B-PER
诗 NN 诗 诗 I-PER
， PU ， ， O
江苏省 NR 江 省 B-LOC
常务 JJ 常 务 O
副省长 NN 副 长 O
季允石 NR 季 石 B-PER
， PU ， ， O
上海市 NR 上 市 B-LOC
常务 JJ 常 务 O
副市长 NN 副 长 O
陈良宇 NR 陈 宇 B-PER
， PU ， ， O
水利部 NN 水 部 B-ORG
副部长 NN 副 长 O
张春园 NR 张 园 B-PER
以及 CC 以 及 O
中央 NN 中 央 O
有关 JJ 有 关 O
部门 NN 部 门 O
的 DEG 的 的 O
负责人 NN 负 人 O
出席 VV 出 席 O
了 AS 了 了 O
揭牌 NN 揭 牌 O
仪式 NN 仪 式 O
。 PU 。 。 O
南京 NR 南 京 B-LOC
网 NN 网 网 O
上 LC 上 上 O
拜年 VV 拜 年 O
新鲜 VA 新 鲜 O
便捷 VA 便 捷 O
据 P 据 据 O
新华社 NR 新 社 B-ORG
南京 NR 南 京 B-LOC
１月 NT １ 月 O
２７日 NT ２ 日 O
电 NN 电 电 O
（ PU （ （ O
记者 NN 记 者 O
王家言 NR 王 言 B-PER
） PU ） ） O
昨天 NT 昨 天 O
上午 NT 上 午 O
， PU ， ， O
正 AD 正 正 O
在 P 在 在 O
大学 NN 大 学 O
读 VV 读 读 O
研究生 NN 研 生 O
的 DEC 的 的 O
周岚 NR 周 岚 B-PER
坐 VV 坐 坐 O
在 P 在 在 O
电脑 NN 电 脑 O
面前 NN 面 前 O
， PU ， ， O
对 P 对 对 O
着 VV 着 着 O
话筒 NN 话 筒 O
录下 VV 录 下 O
了 AS 了 了 O
两 CD 两 两 O
分钟 M 分 钟 O
讲话 NN 讲 话 O
， PU ， ， O
然后 AD 然 后 O
轻点 VV 轻 点 O
鼠标 NN 鼠 标 O
， PU ， ， O
一 CD 一 一 O
封 M 封 封 O
语音 NN 语 音 O
邮件 NN 邮 件 O
就 AD 就 就 O
飘洋过海 VV 飘 海 O
， PU ， ， O
传 VV 传 传 O
向 P 向 向 O
南 NN 南 南 O
半球 NN 半 球 O
的 DEG 的 的 O
悉尼 NR 悉 尼 B-LOC
。 PU 。 。 O
目前 NT 目 前 O
， PU ， ， O
南京 NR 南 京 B-LOC
有 VE 有 有 O
很多 CD 很 多 O
家庭 NN 家 庭 O
拥有 VV 拥 有 O
个人 NN 个 人 O
电脑 NN 电 脑 O
， PU ， ， O
上网 VV 上 网 O
用户 NN 用 户 O
已 AD 已 已 O
超过 VV 超 过 O
７０００ CD ７ ０ O
户 M 户 户 O
， PU ， ， O
新春 NN 新 春 O
佳节 NN 佳 节 O
来临 VV 来 临 O
之际 LC 之 际 O
， PU ， ， O
在 P 在 在 O
电脑 NN 电 脑 O
上 LC 上 上 O
写 VV 写 写 O
一 CD 一 一 O
封 M 封 封 O
贺信 NN 贺 信 O
或者录 NN 或 录 O
一 CD 一 一 O
段 M 段 段 O
贺辞 NN 贺 辞 O
， PU ， ， O
通过 P 通 过 O
因特网 NN 因 网 O
传给 VV 传 给 O
海内外 NN 海 外 O
的 DEC 的 的 O
亲友 NN 亲 友 O
， PU ， ， O
既 CC 既 既 O
方便 VV 方 便 O
便宜 VA 便 宜 O
， PU ， ， O
又 AD 又 又 O
充满 VV 充 满 O
温馨 NN 温 馨 O
， PU ， ， O
更 AD 更 更 O
富有 VV 富 有 O
时代感 NN 时 感 O
， PU ， ， O
网 NN 网 网 O
上 LC 上 上 O
拜年 VV 拜 年 O
成为 VV 成 为 O
南京 NR 南 京 B-LOC
的 DEG 的 的 O
新 JJ 新 新 O
时尚 NN 时 尚 O
。 PU 。 。 O
今年 NT 今 年 O
春节 NN 春 节 O
， PU ， ， O
南京市 NR 南 市 B-ORG
政府 NN 政 府 I-ORG
将 AD 将 将 O
首 OD 首 首 O
次 M 次 次 O
通过 VV 通 过 O
因特网 NN 因 网 O
， PU ， ， O
向 P 向 向 O
２０多 CD ２ 多 O
个 M 个 个 O
国家 NN 国 家 O
和 CC 和 和 O
地区 NN 地 区 O
的 DEG 的 的 O
２００多 CD ２ 多 O
个 M 个 个 O
机构 NN 机 构 O
、 PU 、 、 O
友好 JJ 友 好 O
人士 NN 人 士 O
发布 VV 发 布 O
新年 NT 新 年 O
贺辞 NN 贺 辞 O
， PU ， ， O
向 P 向 向 O
他们 PN 他 们 O
表示 VV 表 示 O
祝福 NN 祝 福 O
和 CC 和 和 O
感谢 NN 感 谢 O
。 PU 。 。 O
据 P 据 据 O
新华社 NR 新 社 B-ORG
拉萨 NR 拉 萨 B-LOC
１月 NT １ 月 O
２７日 NT ２ 日 O
电 NN 电 电 O
（ PU （ （ O
记者 NN 记 者 O
薛 NR 薛 薛 B-PER
文献 NN 文 献 I-PER
） PU ） ） O
３０ CD ３ ０ O
辆 M 辆 辆 O
满载 VV 满 载 O
燃料 NN 燃 料 O
、 PU 、 、 O
粮食 NN 粮 食 O
和 CC 和 和 O
药品 NN 药 品 O
的 DEG 的 的 O
大卡车 NN 大 车 O
， PU ， ， O
昨晚 NT 昨 晚 O
抵达 VV 抵 达 O
那曲 NR 那 曲 B-LOC
灾区 NN 灾 区 O
。 PU 。 。 O
这 PN 这 这 O
是 VC 是 是 O
由 P 由 由 O
各 DT 各 各 O
地 NN 地 地 O
红十字会 NR 红 会 O
捐助 VV 捐 助 O
的 DEC 的 的 O
第一 OD 第 一 O
批 M 批 批 O
抗灾 NN 抗 灾 O
物资 NN 物 资 O
。 PU 。 。 O
去年 NT 去 年 O
９月份 NT ９ 份 O
以来 LC 以 来 O
， PU ， ， O
西藏 NR 西 藏 B-LOC
那曲 NR 那 曲 B-LOC
、 PU 、 、 O
阿里 NR 阿 里 B-LOC
和 CC 和 和 O
日喀则 NR 日 则 B-LOC
等 ETC 等 等 O
地 NN 地 地 O
遭受 VV 遭 受 O
罕见 JJ 罕 见 O
雪灾 NN 雪 灾 O
， PU ， ， O
给 P 给 给 O
农牧民 NN 农 民 O
群众 NN 群 众 O
的 DEG 的 的 O
生产 NN 生 产 O
生活 NN 生 活 O
造成 VV 造 成 O
极 AD 极 极 O
大 VA 大 大 O
的 DEC 的 的 O
困难 NN 困 难 O
， PU ， ， O
引起 VV 引 起 O
党中央 NN 党 央 B-ORG
、 PU 、 、 O
国务院 NN 国 院 B-ORG
、 PU 、 、 O
中央 NN 中 央 B-ORG
军委 NN 军 委 I-ORG
的 DEG 的 的 O
高度 JJ 高 度 O
重视 NN 重 视 O
